0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.1,-296.1,-346.5,-346.5,171.11111111111111,171.11111111111111,210.0,210.0,256.6666666666667,256.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.1,-296.1,-428.40000000000003,-428.40000000000003,178.88888888888889,178.88888888888889,248.88888888888889,248.88888888888889,311.1111111111111,311.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.1,-296.1,-346.5,-346.5,171.11111111111111,171.11111111111111,210.0,210.0,256.6666666666667,256.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,54.44444444444444,0.0,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,46.666666666666664,23.333333333333332,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778,-37.800000000000004,-37.8,-88.2,-88.2,-18.900000000000002,-18.900000000000002,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,108.88888888888889
0.0,0.0,0.0,0.0,0.0,0.0,54.44444444444444,7.777777777777778,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,46.666666666666664,23.333333333333332,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778,-44.1,-44.1,-88.2,-88.2,-18.900000000000002,-18.900000000000002,52.577777777777776,54.44444444444444,54.44444444444444,54.44444444444444,70.0,108.88888888888889
0.0,0.0,0.0,0.0,0.0,54.44444444444444,0.0,0.0,54.44444444444444,0.0,54.44444444444444,54.44444444444444,38.888888888888886,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,46.666666666666664,23.333333333333332,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778,-37.800000000000004,-37.8,-88.2,-88.2,-6.3,-12.98888888888889,54.44444444444444,54.44444444444444,108.88888888888889,108.88888888888889,54.44444444444444,54.44444444444444
29.244444444444444,29.244444444444444,85.55555555555556,85.55555555555556,41.84444444444444,41.84444444444444,62.22222222222222,62.22222222222222,62.22222222222222,62.22222222222222,54.44444444444444,54.44444444444444,0.0,0.0,0.0,-44.1,54.44444444444444,4.43333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.400000000000006,-50.400000000000006,-81.9,-81.9,-31.5,-31.5,7.777777777777778,7.777777777777778,108.88888888888889,108.88888888888889,70.0,101.11111111111111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.44444444444444,54.44444444444444,54.44444444444444,23.333333333333332,7.777777777777778,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,38.888888888888886,23.333333333333332,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778,15.555555555555555,38.888888888888886,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,-6.3,-6.3,-44.1,-44.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.244444444444444,29.244444444444444,85.55555555555556,85.55555555555556,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,54.44444444444444,23.333333333333332,54.44444444444444,-1.8666666666666671,0.0,0.0,-44.1,54.44444444444444,38.888888888888886,7.777777777777778,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.8,-37.8,-63.0,-63.0,-25.2,-25.2,7.777777777777778,7.777777777777778,108.88888888888889,93.33333333333333,85.55555555555556,85.55555555555556
0.0,0.0,54.44444444444444,54.44444444444444,0.0,0.0,-0.3888888888888893,22.944444444444443,93.33333333333333,93.33333333333333,54.44444444444444,54.44444444444444,38.888888888888886,54.44444444444444,0.0,54.44444444444444,54.44444444444444,31.11111111111111,7.777777777777778,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.555555555555555,23.333333333333332,0.0,0.0,-12.6,-12.6,23.333333333333332,23.333333333333332,31.11111111111111,32.58888888888889,-12.6,-12.6
