 TIME                                   ,TotElec_30                              ,P_surplus1                              ,P_short1                                ,label                                   ,active_load_kW,P_from_grid_kW,P_to_grid_kW,PF,apparent_power,reactive_power
5.00E-01,7.13E+05,0.00E+00,7.13E+05,0.00E+00,198.1377,198.0889,0,0.9,220.1529991,95.96246752
1.00E+00,6.50E+05,0.00E+00,6.50E+05,0.00E+00,180.658,180.5251,0,0.9,200.7311591,87.49668372
1.50E+00,6.24E+05,0.00E+00,6.23E+05,0.00E+00,173.3444,173.182,0,0.9,192.6048387,83.95450278
2.00E+00,5.51E+05,0.00E+00,5.51E+05,0.00E+00,153.1395,153.0148,0,0.9,170.1549974,74.16884382
2.50E+00,4.07E+05,0.00E+00,4.07E+05,0.00E+00,113.1341,113.0395,0,0.9,125.7045502,54.79334311
3.00E+00,3.02E+05,0.00E+00,3.02E+05,0.00E+00,83.9326,83.8595,0,0.9,93.25841365,40.65040007
3.50E+00,2.87E+05,0.00E+00,2.87E+05,0.00E+00,79.7959,79.7202,0,0.9,88.66214097,38.64693126
4.00E+00,2.65E+05,0.00E+00,2.64E+05,0.00E+00,73.5529,73.447,0,0.9,81.725484,35.62331259
4.50E+00,2.56E+05,0.00E+00,2.56E+05,0.00E+00,71.1606,71.0433,0,0.9,79.06731239,34.46464244
5.00E+00,2.26E+05,0.00E+00,2.26E+05,0.00E+00,62.7665,62.6567,0,0.9,69.74053138,30.39919285
5.50E+00,2.76E+05,0.00E+00,2.76E+05,0.00E+00,76.7581,76.6369,0,0.9,85.28674573,37.17563058
6.00E+00,2.38E+05,0.00E+00,2.37E+05,0.00E+00,66.1069,65.9556,0,0.9,73.45213106,32.01704165
6.50E+00,2.41E+05,0.00E+00,2.40E+05,0.00E+00,66.8715,66.7202,0,0.9,74.30165988,32.38734268
7.00E+00,2.28E+05,0.00E+00,2.28E+05,0.00E+00,63.4332,63.3121,0,0.9,70.48138222,30.72212225
7.50E+00,1.01E+05,0.00E+00,1.01E+05,0.00E+00,28.1542,27.9455,0,0.9,31.28246293,13.63570946
8.00E+00,1.09E+05,0.00E+00,1.05E+05,0.00E+00,30.3101,29.0918,0,0.9,33.67786346,14.67984034
8.50E+00,2.11E+05,0.00E+00,1.81E+05,0.00E+00,58.7391,50.1978,0,0.9,65.26565714,28.44864039
9.00E+00,2.11E+05,0.00E+00,1.38E+05,0.00E+00,58.5836,38.4226,0,0.9,65.09290725,28.37334046
9.50E+00,3.45E+05,0.00E+00,2.37E+05,0.00E+00,95.9385,65.8523,0,0.9,106.5983088,46.46512554
1.00E+01,3.47E+05,0.00E+00,2.00E+05,0.00E+00,96.4857,55.6745,0,0.9,107.206344,46.73016196
1.05E+01,4.40E+05,0.00E+00,2.58E+05,0.00E+00,122.097,71.5865,0,0.9,135.6633328,59.13427579
1.10E+01,4.46E+05,0.00E+00,2.24E+05,0.00E+00,123.9162,62.2522,0,0.9,137.6846142,60.01533194
1.15E+01,4.52E+05,0.00E+00,1.68E+05,0.00E+00,125.4457,46.6201,0,0.9,139.3840872,60.75611504
1.20E+01,4.58E+05,0.00E+00,1.50E+05,0.00E+00,127.2119,41.6617,0,0.9,141.3465428,61.61152962
1.25E+01,4.63E+05,0.00E+00,1.73E+05,0.00E+00,128.5273,47.9189,0,0.9,142.8081641,62.24863558
1.30E+01,4.68E+05,0.00E+00,1.75E+05,0.00E+00,129.9078,48.5502,0,0.9,144.3420255,62.91723024
1.35E+01,4.72E+05,0.00E+00,1.62E+05,0.00E+00,131.1474,44.8858,0,0.9,145.7192917,63.51756665
1.40E+01,4.77E+05,0.00E+00,1.75E+05,0.00E+00,132.6272,48.4901,0,0.9,147.3635051,64.23426269
1.45E+01,4.81E+05,0.00E+00,2.09E+05,0.00E+00,133.5627,58.0518,0,0.9,148.4030048,64.68737009
1.50E+01,4.85E+05,0.00E+00,2.40E+05,0.00E+00,134.6291,66.5898,0,0.9,149.5878831,65.20384655
1.55E+01,4.88E+05,0.00E+00,2.62E+05,0.00E+00,135.4974,72.8134,0,0.9,150.552658,65.62438219
1.60E+01,4.91E+05,0.00E+00,3.06E+05,0.00E+00,136.2946,85.0533,0,0.9,151.4384124,66.01047358
1.65E+01,4.93E+05,0.00E+00,3.71E+05,0.00E+00,136.8532,103.1505,0,0.9,152.0591357,66.28104061
1.70E+01,4.95E+05,0.00E+00,4.23E+05,0.00E+00,137.3837,117.3666,0,0.9,152.648562,66.53796556
1.75E+01,5.00E+05,0.00E+00,4.74E+05,0.00E+00,138.9086,131.7099,0,0.9,154.3428922,67.27650696
1.80E+01,5.02E+05,0.00E+00,4.98E+05,0.00E+00,139.4583,138.2029,0,0.9,154.9536409,67.54272617
1.85E+01,5.05E+05,0.00E+00,5.01E+05,0.00E+00,140.3863,139.1732,0,0.9,155.9847849,67.99219143
1.90E+01,5.09E+05,0.00E+00,5.05E+05,0.00E+00,141.2555,140.3462,0,0.9,156.9505903,68.41317624
1.95E+01,4.82E+05,0.00E+00,4.79E+05,0.00E+00,133.9288,133.1713,0,0.9,148.8098216,64.86469743
2.00E+01,4.81E+05,0.00E+00,4.78E+05,0.00E+00,133.5134,132.7552,0,0.9,148.3481674,64.66346703
2.05E+01,3.38E+05,0.00E+00,3.35E+05,0.00E+00,93.8652,93.1063,0,0.9,104.2946283,45.46097453
2.10E+01,3.37E+05,0.00E+00,3.34E+05,0.00E+00,93.5439,92.7844,0,0.9,103.937678,45.3053835
2.15E+01,3.35E+05,0.00E+00,3.33E+05,0.00E+00,92.9945,92.4094,0,0.9,103.327201,45.03928273
2.20E+01,3.35E+05,0.00E+00,3.34E+05,0.00E+00,92.9884,92.7532,0,0.9,103.3204867,45.03635605
2.25E+01,1.25E+05,0.00E+00,1.25E+05,0.00E+00,34.8526,34.7019,0,0.9,38.72511505,16.87988631
2.30E+01,1.07E+05,0.00E+00,1.06E+05,0.00E+00,29.6682,29.5475,0,0.9,32.96464448,14.3689554
2.35E+01,9.90E+04,0.00E+00,9.86E+04,0.00E+00,27.4961,27.4017,0,0.9,30.5512467,13.31697969
2.40E+01,9.49E+04,0.00E+00,9.46E+04,0.00E+00,26.3592,26.2862,0,0.9,29.28803461,12.76635831
2.45E+01,1.11E+05,0.00E+00,1.10E+05,0.00E+00,30.7145,30.6414,0,0.9,34.12725718,14.87572652
2.50E+01,1.11E+05,0.00E+00,1.11E+05,0.00E+00,30.8718,30.7771,0,0.9,34.30196159,14.95187841
2.55E+01,1.06E+05,0.00E+00,1.06E+05,0.00E+00,29.554,29.4025,0,0.9,32.83776674,14.31365068
2.60E+01,1.04E+05,0.00E+00,1.02E+05,0.00E+00,28.8622,28.3603,0,0.9,32.06911058,13.97860122
2.65E+01,1.04E+05,0.00E+00,1.00E+05,0.00E+00,28.7988,27.8324,0,0.9,31.99870091,13.94791036
2.70E+01,1.03E+05,0.00E+00,9.85E+04,0.00E+00,28.7187,27.3532,0,0.9,31.90968706,13.90911012
2.75E+01,1.01E+05,0.00E+00,9.56E+04,0.00E+00,28.0883,26.5543,0,0.9,31.2091834,13.60376766
2.80E+01,9.99E+04,0.00E+00,9.48E+04,0.00E+00,27.7576,26.3238,0,0.9,30.84179633,13.44362734
2.85E+01,1.00E+05,0.00E+00,9.43E+04,0.00E+00,27.8588,26.1965,0,0.9,30.95419082,13.49261897
2.90E+01,1.00E+05,0.00E+00,9.06E+04,0.00E+00,27.831,25.1544,0,0.9,30.92333217,13.47916799
2.95E+01,9.91E+04,0.00E+00,8.99E+04,0.00E+00,27.5341,24.9829,0,0.9,30.59348859,13.33539251
3.00E+01,9.84E+04,0.00E+00,9.33E+04,0.00E+00,27.3469,25.9101,0,0.9,30.38541929,13.2446972
3.05E+01,9.80E+04,0.00E+00,9.33E+04,0.00E+00,27.2332,25.9291,0,0.9,30.25914715,13.18965645
3.10E+01,9.77E+04,0.00E+00,9.24E+04,0.00E+00,27.1402,25.6579,0,0.9,30.15578911,13.14460373
3.15E+01,1.13E+05,0.00E+00,1.07E+05,0.00E+00,31.5127,29.6804,0,0.9,35.01407821,15.26228285
3.20E+01,1.22E+05,0.00E+00,1.11E+05,0.00E+00,33.9107,30.7413,0,0.9,37.67856859,16.42370728
3.25E+01,2.41E+05,0.00E+00,1.55E+05,0.00E+00,66.9358,43.122,0,0.9,74.37316062,32.41850913
3.30E+01,2.42E+05,0.00E+00,3.69E+04,0.00E+00,67.2733,10.2513,0,0.9,74.7480599,32.58192393
3.35E+01,3.80E+05,0.00E+00,9.38E+04,0.00E+00,105.6409,26.0601,0,0.9,117.378782,51.16422489
3.40E+01,3.90E+05,0.00E+00,3.50E+04,0.00E+00,108.3725,9.7254,0,0.9,120.4138974,52.48720099
3.45E+01,4.83E+05,0.00E+00,2.29E+04,0.00E+00,134.2837,6.3592,0,0.9,149.2040957,65.03655751
3.50E+01,4.91E+05,0.00E+00,3.88E+04,0.00E+00,136.3744,10.7904,0,0.9,151.5270936,66.04912884
3.55E+01,4.96E+05,0.00E+00,2.04E+05,0.00E+00,137.8173,56.5954,0,0.9,153.1303076,66.74795362
3.60E+01,5.00E+05,0.00E+00,2.11E+05,0.00E+00,138.8994,58.6443,0,0.9,154.3326285,67.27203315
3.65E+01,5.04E+05,0.00E+00,1.31E+05,0.00E+00,140.09,36.267,0,0.9,155.6555707,67.84869027
3.70E+01,5.09E+05,0.00E+00,1.24E+05,0.00E+00,141.3125,34.369,0,0.9,157.0138371,68.44074485
3.75E+01,5.10E+05,0.00E+00,1.99E+05,0.00E+00,141.5474,55.1755,0,0.9,157.2749433,68.55455841
3.80E+01,5.16E+05,0.00E+00,1.05E+05,0.00E+00,143.2257,29.2706,0,0.9,159.1396725,69.36737502
3.85E+01,5.16E+05,0.00E+00,1.43E+04,0.00E+00,143.3685,3.9792,0,0.9,159.2983174,69.43652675
3.90E+01,5.19E+05,0.00E+00,3.81E+04,0.00E+00,144.2598,10.5895,0,0.9,160.288686,69.8682184
3.95E+01,5.22E+05,0.00E+00,2.03E+05,0.00E+00,145.1006,56.3813,0,0.9,161.2228542,70.27541289
4.00E+01,5.24E+05,0.00E+00,3.01E+05,0.00E+00,145.636,83.5491,0,0.9,161.8177408,70.53471795
4.05E+01,5.26E+05,0.00E+00,3.89E+05,0.00E+00,146.0514,108.0482,0,0.9,162.2793572,70.73593185
4.10E+01,5.26E+05,0.00E+00,4.55E+05,0.00E+00,146.2444,126.3859,0,0.9,162.493825,70.82941621
4.15E+01,5.31E+05,0.00E+00,5.07E+05,0.00E+00,147.3967,140.7794,0,0.9,163.7741533,71.38749838
4.20E+01,5.33E+05,0.00E+00,5.31E+05,0.00E+00,148.1035,147.5605,0,0.9,164.5594899,71.72981867
4.25E+01,5.35E+05,0.00E+00,5.34E+05,0.00E+00,148.7169,148.3271,0,0.9,165.2409466,72.02685877
4.30E+01,5.38E+05,0.00E+00,5.38E+05,0.00E+00,149.5285,149.3736,0,0.9,166.1427496,72.41994559
4.35E+01,5.09E+05,0.00E+00,5.08E+05,0.00E+00,141.3116,141.2057,0,0.9,157.012847,68.44031327
4.40E+01,5.08E+05,0.00E+00,5.08E+05,0.00E+00,141.2265,141.1508,0,0.9,156.9183701,68.39913178
4.45E+01,3.59E+05,0.00E+00,3.59E+05,0.00E+00,99.7737,99.7156,0,0.9,110.8596451,48.32259899
4.50E+01,4.11E+05,0.00E+00,4.11E+05,0.00E+00,114.1543,114.1114,0,0.9,126.8381502,55.28746788
4.55E+01,4.58E+05,0.00E+00,4.58E+05,0.00E+00,127.2952,127.2648,0,0.9,141.4391307,61.65188772
4.60E+01,4.75E+05,0.00E+00,4.75E+05,0.00E+00,131.9076,131.8873,0,0.9,146.5640255,63.88577758
4.65E+01,1.34E+05,0.00E+00,1.34E+05,0.00E+00,37.1512,37.1409,0,0.9,41.27909637,17.99314096
4.70E+01,1.16E+05,0.00E+00,1.16E+05,0.00E+00,32.2362,32.2361,0,0.9,35.81803008,15.61271735
4.75E+01,1.09E+05,0.00E+00,1.09E+05,0.00E+00,30.2255,30.2255,0,0.9,33.58384875,14.63886028
4.80E+01,1.05E+05,0.00E+00,1.05E+05,0.00E+00,29.2124,29.2124,0,0.9,32.45818665,14.14819555
4.85E+01,1.20E+05,0.00E+00,1.20E+05,0.00E+00,33.1993,33.1993,0,0.9,36.88816654,16.07917902
4.90E+01,1.20E+05,0.00E+00,1.20E+05,0.00E+00,33.2548,33.2548,0,0.9,36.94973812,16.10601744
4.95E+01,1.16E+05,0.00E+00,1.16E+05,0.00E+00,32.2943,32.2943,0,0.9,35.88255553,15.64084334
5.00E+01,1.15E+05,0.00E+00,1.15E+05,0.00E+00,31.8591,31.8591,0,0.9,35.39902785,15.43007851
5.05E+01,1.15E+05,0.00E+00,1.15E+05,0.00E+00,31.96,31.96,0,0.9,35.5110833,15.47892235
5.10E+01,1.15E+05,0.00E+00,1.15E+05,0.00E+00,31.9462,31.9462,0,0.9,35.49573527,15.4722323
5.15E+01,1.14E+05,0.00E+00,1.14E+05,0.00E+00,31.6708,31.6708,0,0.9,35.18980858,15.33888195
5.20E+01,1.14E+05,0.00E+00,1.14E+05,0.00E+00,31.5315,31.5315,0,0.9,35.03499201,15.27139897
5.25E+01,1.13E+05,0.00E+00,1.13E+05,0.00E+00,31.5248,31.5248,0,0.9,35.02758522,15.26817042
5.30E+01,1.13E+05,0.00E+00,1.13E+05,0.00E+00,31.5261,31.5261,0,0.9,35.02895402,15.26876707
5.35E+01,1.13E+05,0.00E+00,1.13E+05,0.00E+00,31.4776,31.4776,0,0.9,34.97514822,15.24531366
5.40E+01,1.13E+05,0.00E+00,1.13E+05,0.00E+00,31.4179,31.4179,0,0.9,34.90879278,15.21639
5.45E+01,1.13E+05,0.00E+00,1.13E+05,0.00E+00,31.3508,31.3508,0,0.9,34.83424654,15.18389605
5.50E+01,1.13E+05,0.00E+00,1.13E+05,0.00E+00,31.3284,31.3284,0,0.9,34.8093309,15.17303557
5.55E+01,2.50E+05,0.00E+00,2.49E+05,0.00E+00,69.5752,69.0901,0,0.9,77.3057356,33.69678893
5.60E+01,2.65E+05,0.00E+00,2.57E+05,0.00E+00,73.4726,71.3279,0,0.9,81.63619719,35.58439337
5.65E+01,3.98E+05,0.00E+00,3.47E+05,0.00E+00,110.5225,96.3314,0,0.9,122.8027718,53.52848724
5.70E+01,3.96E+05,0.00E+00,2.87E+05,0.00E+00,110.1341,79.7081,0,0.9,122.3711978,53.34036847
5.75E+01,5.38E+05,0.00E+00,3.86E+05,0.00E+00,149.4991,107.2846,0,0.9,166.110155,72.40573792
5.80E+01,5.49E+05,0.00E+00,3.39E+05,0.00E+00,152.5004,94.224,0,0.9,169.444931,73.85933309
5.85E+01,6.48E+05,0.00E+00,3.15E+05,0.00E+00,179.921,87.5006,0,0.9,199.9122405,87.1397254
5.90E+01,6.56E+05,0.00E+00,2.70E+05,0.00E+00,182.2703,74.8858,0,0.9,202.5225891,88.27754996
5.95E+01,6.62E+05,0.00E+00,3.30E+05,0.00E+00,183.9165,91.627,0,0.9,204.3516197,89.07480592
6.00E+01,6.68E+05,0.00E+00,3.50E+05,0.00E+00,185.4897,97.3078,0,0.9,206.0996446,89.83675233
6.05E+01,6.69E+05,0.00E+00,3.66E+05,0.00E+00,185.8668,101.5576,0,0.9,206.5186111,90.01937558
6.10E+01,6.49E+05,0.00E+00,3.41E+05,0.00E+00,180.2724,94.7367,0,0.9,200.3027029,87.309924
6.15E+01,6.66E+05,0.00E+00,3.18E+05,0.00E+00,184.9083,88.3549,0,0.9,205.453678,89.55518201
6.20E+01,6.73E+05,0.00E+00,3.37E+05,0.00E+00,186.9231,93.6544,0,0.9,207.6923596,90.53100067
6.25E+01,6.77E+05,0.00E+00,3.90E+05,0.00E+00,188.1863,108.4175,0,0.9,209.0958846,91.14278305
6.30E+01,6.81E+05,0.00E+00,4.48E+05,0.00E+00,189.0866,124.3989,0,0.9,210.0962481,91.57883137
6.35E+01,6.83E+05,0.00E+00,5.15E+05,0.00E+00,189.6164,143.1761,0,0.9,210.6849337,91.83543348
6.40E+01,6.84E+05,0.00E+00,5.62E+05,0.00E+00,189.9421,156.0149,0,0.9,211.0467815,91.99315927
6.45E+01,6.85E+05,0.00E+00,6.06E+05,0.00E+00,190.15,168.27,0,0.9,211.2777898,92.09385345
6.50E+01,6.85E+05,0.00E+00,6.41E+05,0.00E+00,190.1866,178.0554,0,0.9,211.3184922,92.11159524
6.55E+01,6.88E+05,0.00E+00,6.70E+05,0.00E+00,191.1974,186.1983,0,0.9,212.441534,92.60111783
6.60E+01,6.91E+05,0.00E+00,6.84E+05,0.00E+00,192.0727,189.9973,0,0.9,213.4141418,93.02506771
6.65E+01,6.90E+05,0.00E+00,6.79E+05,0.00E+00,191.6691,188.7171,0,0.9,212.9656455,92.82957274
6.70E+01,6.96E+05,0.00E+00,6.86E+05,0.00E+00,193.2335,190.655,0,0.9,214.7038434,93.58723562
6.75E+01,6.66E+05,0.00E+00,6.60E+05,0.00E+00,185.1035,183.4616,0,0.9,205.6705325,89.64970668
6.80E+01,6.65E+05,0.00E+00,6.61E+05,0.00E+00,184.6451,183.6214,0,0.9,205.1612368,89.42770983
6.85E+01,5.08E+05,0.00E+00,5.05E+05,0.00E+00,141.0663,140.305,0,0.9,156.7402903,68.32150857
6.90E+01,5.04E+05,0.00E+00,5.01E+05,0.00E+00,139.9881,139.2264,0,0.9,155.5423559,67.79934106
6.95E+01,5.03E+05,0.00E+00,4.99E+05,0.00E+00,139.6204,138.7486,0,0.9,155.1337943,67.62125321
7.00E+01,5.02E+05,0.00E+00,4.99E+05,0.00E+00,139.5665,138.4745,0,0.9,155.0739308,67.5951593
7.05E+01,1.28E+05,0.00E+00,1.24E+05,0.00E+00,35.6506,34.514,0,0.9,39.61182511,17.26639426
7.10E+01,1.07E+05,0.00E+00,1.03E+05,0.00E+00,29.6554,28.65,0,0.9,32.95039029,14.36274214
7.15E+01,9.86E+04,0.00E+00,9.50E+04,0.00E+00,27.3889,26.383,0,0.9,30.43215842,13.26507032
7.20E+01,9.61E+04,0.00E+00,9.20E+04,0.00E+00,26.7024,25.5638,0,0.9,29.66937028,12.93257868
7.25E+01,2.39E+05,0.00E+00,2.35E+05,0.00E+00,66.373,65.2335,0,0.9,73.74774739,32.14589782
7.30E+01,2.45E+05,0.00E+00,2.41E+05,0.00E+00,68.0144,67.0064,0,0.9,75.57159621,32.94089509
7.35E+01,2.34E+05,0.00E+00,2.31E+05,0.00E+00,65.0377,64.0951,0,0.9,72.26412302,31.49920095
7.40E+01,2.29E+05,0.00E+00,2.26E+05,0.00E+00,63.7093,62.7659,0,0.9,70.788164,30.85584533
7.45E+01,2.27E+05,0.00E+00,2.23E+05,0.00E+00,63.0399,61.9853,0,0.9,70.04437611,30.5316357
7.50E+01,1.03E+05,0.00E+00,9.84E+04,0.00E+00,28.6222,27.3458,0,0.9,31.80248774,13.86238302
7.55E+01,9.70E+04,0.00E+00,9.10E+04,0.00E+00,26.9387,25.2795,0,0.9,29.93194106,13.04703063
7.60E+01,9.53E+04,0.00E+00,8.57E+04,0.00E+00,26.482,23.8107,0,0.9,29.42446293,12.82582604
7.65E+01,2.16E+05,0.00E+00,2.03E+05,0.00E+00,60.1203,56.4994,0,0.9,66.80033839,29.11759244
7.70E+01,2.19E+05,0.00E+00,2.03E+05,0.00E+00,60.9448,56.437,0,0.9,67.71642074,29.51690348
7.75E+01,2.18E+05,0.00E+00,2.03E+05,0.00E+00,60.5162,56.3865,0,0.9,67.24019535,29.30932165
7.80E+01,9.41E+04,0.00E+00,8.52E+04,0.00E+00,26.1468,23.6617,0,0.9,29.05194906,12.66345101
7.85E+01,8.87E+04,0.00E+00,8.39E+04,0.00E+00,24.6254,23.3014,0,0.9,27.36153072,11.92661474
7.90E+01,8.75E+04,0.00E+00,8.45E+04,0.00E+00,24.2953,23.4588,0,0.9,26.99479744,11.7667594
7.95E+01,2.24E+05,0.00E+00,2.21E+05,0.00E+00,62.1356,61.3359,0,0.9,69.03950461,30.09362237
8.00E+01,2.50E+05,0.00E+00,2.44E+05,0.00E+00,69.482,67.8181,0,0.9,77.2022615,33.65168561
8.05E+01,3.76E+05,0.00E+00,3.36E+05,0.00E+00,104.3591,93.223,0,0.9,115.9546101,50.54344273
8.10E+01,3.82E+05,0.00E+00,2.96E+05,0.00E+00,106.0928,82.1251,0,0.9,117.8809421,51.3831114
8.15E+01,5.30E+05,0.00E+00,4.10E+05,0.00E+00,147.1483,113.9836,0,0.9,163.4980894,71.26716494
8.20E+01,5.39E+05,0.00E+00,3.93E+05,0.00E+00,149.6226,109.0809,0,0.9,166.2473804,72.46555307
8.25E+01,6.36E+05,0.00E+00,4.70E+05,0.00E+00,176.6335,130.5882,0,0.9,196.259475,85.54752183
8.30E+01,6.42E+05,0.00E+00,4.67E+05,0.00E+00,178.2037,129.7563,0,0.9,198.0040909,86.30798225
8.35E+01,6.46E+05,0.00E+00,4.83E+05,0.00E+00,179.4672,134.1247,0,0.9,199.4079807,86.91992366
8.40E+01,6.47E+05,0.00E+00,4.76E+05,0.00E+00,179.6722,132.1947,0,0.9,199.6357929,87.01922466
8.45E+01,6.43E+05,0.00E+00,4.40E+05,0.00E+00,178.6074,122.1764,0,0.9,198.4527057,86.50352893
8.50E+01,6.43E+05,0.00E+00,4.34E+05,0.00E+00,178.6019,120.6727,0,0.9,198.4465176,86.5008316
8.55E+01,6.46E+05,0.00E+00,4.62E+05,0.00E+00,179.3348,128.3395,0,0.9,199.2609182,86.85582057
8.60E+01,6.49E+05,0.00E+00,4.65E+05,0.00E+00,180.3079,129.3025,0,0.9,200.3421091,87.32710077
8.65E+01,6.52E+05,0.00E+00,4.41E+05,0.00E+00,181.1003,122.4836,0,0.9,201.2225455,87.71087411
8.70E+01,6.55E+05,0.00E+00,4.63E+05,0.00E+00,181.8222,128.5191,0,0.9,202.024665,88.06050987
8.75E+01,6.56E+05,0.00E+00,5.25E+05,0.00E+00,182.1977,145.8301,0,0.9,202.4418827,88.24237088
8.80E+01,6.57E+05,0.00E+00,5.66E+05,0.00E+00,182.5221,157.0935,0,0.9,202.8023276,88.39948517
8.85E+01,6.57E+05,0.00E+00,6.04E+05,0.00E+00,182.5191,167.8366,0,0.9,202.798978,88.39802508
8.90E+01,6.57E+05,0.00E+00,6.31E+05,0.00E+00,182.4618,175.3525,0,0.9,202.7352953,88.37026644
8.95E+01,6.56E+05,0.00E+00,6.46E+05,0.00E+00,182.2293,179.5029,0,0.9,202.4770178,88.25768591
9.00E+01,6.62E+05,0.00E+00,6.61E+05,0.00E+00,183.8492,183.7279,0,0.9,204.2769072,89.04223952
9.05E+01,6.61E+05,0.00E+00,6.60E+05,0.00E+00,183.5237,183.3796,0,0.9,203.9152478,88.88459582
9.10E+01,6.65E+05,0.00E+00,6.65E+05,0.00E+00,184.7978,184.6385,0,0.9,205.3308648,89.50164896
9.15E+01,6.36E+05,0.00E+00,6.35E+05,0.00E+00,176.6115,176.4331,0,0.9,196.2350242,85.53686397
9.20E+01,6.31E+05,0.00E+00,6.31E+05,0.00E+00,175.4109,175.1513,0,0.9,194.9009847,84.95536961
9.25E+01,4.77E+05,0.00E+00,4.77E+05,0.00E+00,132.5692,132.383,0,0.9,147.2991137,64.20619511
9.30E+01,4.73E+05,0.00E+00,4.72E+05,0.00E+00,131.2725,131.1394,0,0.9,145.8583833,63.57819529
9.35E+01,4.71E+05,0.00E+00,4.71E+05,0.00E+00,130.853,130.7273,0,0.9,145.3922257,63.37500189
9.40E+01,4.69E+05,0.00E+00,4.69E+05,0.00E+00,130.4143,130.2505,0,0.9,144.9048057,63.16254044
9.45E+01,1.07E+05,0.00E+00,1.07E+05,0.00E+00,29.8298,29.6507,0,0.9,33.14425229,14.44724463
9.50E+01,9.32E+04,0.00E+00,9.26E+04,0.00E+00,25.8924,25.7207,0,0.9,28.7693126,12.54025263
9.55E+01,8.78E+04,0.00E+00,8.72E+04,0.00E+00,24.3821,24.2141,0,0.9,27.09118465,11.80877362
9.60E+01,8.54E+04,0.00E+00,8.48E+04,0.00E+00,23.7218,23.5537,0,0.9,26.35753546,11.48898335
9.65E+01,9.67E+04,0.00E+00,9.54E+04,0.00E+00,26.8521,26.5018,0,0.9,29.8356653,13.005065
9.70E+01,9.64E+04,0.00E+00,9.30E+04,0.00E+00,26.7749,25.8454,0,0.9,29.74988057,12.9676723
9.75E+01,9.44E+04,0.00E+00,8.94E+04,0.00E+00,26.2135,24.8379,0,0.9,29.12614967,12.6957943
9.80E+01,9.33E+04,0.00E+00,8.61E+04,0.00E+00,25.9037,23.9129,0,0.9,28.78192858,12.54575181
9.85E+01,9.24E+04,0.00E+00,8.52E+04,0.00E+00,25.6573,23.6652,0,0.9,28.50806764,12.42637859
9.90E+01,9.17E+04,0.00E+00,8.67E+04,0.00E+00,25.4618,24.0836,0,0.9,28.29085651,12.33169846
9.95E+01,9.03E+04,0.00E+00,8.65E+04,0.00E+00,25.0943,24.0281,0,0.9,27.88253897,12.15371696
1.00E+02,8.95E+04,0.00E+00,8.68E+04,0.00E+00,24.8701,24.1163,0,0.9,27.63340324,12.04512122
1.01E+02,8.86E+04,0.00E+00,8.53E+04,0.00E+00,24.6091,23.6987,0,0.9,27.34348,11.91874661
1.01E+02,8.81E+04,0.00E+00,8.25E+04,0.00E+00,24.4632,22.9142,0,0.9,27.18137276,11.8480857
1.02E+02,8.71E+04,0.00E+00,7.94E+04,0.00E+00,24.1916,22.0672,0,0.9,26.87953866,11.71651927
1.02E+02,8.64E+04,0.00E+00,8.10E+04,0.00E+00,24.0034,22.4883,0,0.9,26.67041734,11.6253654
1.03E+02,8.56E+04,0.00E+00,8.01E+04,0.00E+00,23.7671,22.2517,0,0.9,26.40788202,11.5109289
1.03E+02,8.50E+04,0.00E+00,7.74E+04,0.00E+00,23.6236,21.4976,0,0.9,26.24847107,11.44144328
1.04E+02,9.54E+04,0.00E+00,8.46E+04,0.00E+00,26.4995,23.5049,0,0.9,29.44392223,12.83430815
1.04E+02,1.17E+05,0.00E+00,9.37E+04,0.00E+00,32.4525,26.0271,0,0.9,36.05834032,15.71746615
1.05E+02,2.34E+05,0.00E+00,6.54E+04,0.00E+00,64.885,18.1542,0,0.9,72.09446754,31.42524984
1.05E+02,2.39E+05,2.22E+05,0.00E+00,0.00E+00,66.3724,0,61.7011,0.9,73.74711,32.14561999
1.06E+02,3.86E+05,1.94E+05,0.00E+00,0.00E+00,107.1681,0,53.8655,0.9,119.0756674,51.9038801
1.06E+02,3.98E+05,1.51E+05,0.00E+00,0.00E+00,110.6322,0,42.0313,0.9,122.9246371,53.58160708
1.07E+02,4.98E+05,0.00E+00,1.92E+04,0.00E+00,138.2325,5.326,0,0.9,153.5916962,66.94906821
1.07E+02,5.05E+05,0.00E+00,9.91E+04,0.00E+00,140.2847,27.5256,0,0.9,155.8719375,67.94300235
1.08E+02,5.11E+05,0.00E+00,1.70E+05,0.00E+00,141.8873,47.2596,0,0.9,157.6525941,68.7191726
1.08E+02,5.12E+05,0.00E+00,2.31E+05,0.00E+00,142.1868,64.1352,0,0.9,157.9853519,68.86421836
1.09E+02,5.15E+05,0.00E+00,3.31E+05,0.00E+00,143.1878,91.8849,0,0.9,159.0975576,69.34901756
1.09E+02,5.17E+05,0.00E+00,3.01E+05,0.00E+00,143.6636,83.6158,0,0.9,159.626251,69.57946969
1.10E+02,5.20E+05,0.00E+00,2.01E+05,0.00E+00,144.5331,55.8205,0,0.9,160.5923096,70.00056487
1.10E+02,5.24E+05,0.00E+00,1.31E+05,0.00E+00,145.4474,36.4133,0,0.9,161.6082772,70.44341487
1.11E+02,5.27E+05,0.00E+00,7.22E+04,0.00E+00,146.4,20.0683,0,0.9,162.6666176,70.90473475
