 TIME                                   ,TotElec_30                              ,P_surplus1                              ,P_short1                                ,label                                   ,active_load_kW,P_from_grid_kW,P_to_grid_kW,PF,apparent_power,reactive_power
2.36E+03,3.20E+05,0.00E+00,3.19E+05,0.00E+00,89.0093,88.5822,0,0.9,98.89922323,43.10917197
2.36E+03,3.18E+05,0.00E+00,3.16E+05,0.00E+00,88.297,87.8698,0,0.9,98.10782856,42.76421103
2.36E+03,3.17E+05,0.00E+00,3.14E+05,0.00E+00,87.9215,87.2777,0,0.9,97.69054398,42.5823209
2.36E+03,3.16E+05,0.00E+00,3.12E+05,0.00E+00,87.6548,86.7835,0,0.9,97.39423143,42.45316125
2.36E+03,3.15E+05,0.00E+00,3.08E+05,0.00E+00,87.5699,85.6839,0,0.9,97.29985186,42.41202215
2.36E+03,3.63E+05,0.00E+00,3.30E+05,0.00E+00,100.8395,91.6472,0,0.9,112.043852,48.83878283
2.36E+03,3.55E+05,0.00E+00,2.83E+05,0.00E+00,98.5354,78.6842,0,0.9,109.4837474,47.7228591
2.36E+03,5.08E+05,0.00E+00,4.11E+05,0.00E+00,141.1421,114.1407,0,0.9,156.824609,68.35826224
2.36E+03,5.18E+05,0.00E+00,3.96E+05,0.00E+00,143.8679,110.0934,0,0.9,159.8532141,69.67840063
2.36E+03,6.85E+05,0.00E+00,5.34E+05,0.00E+00,190.3549,148.2871,0,0.9,211.5054502,92.19308833
2.36E+03,6.97E+05,0.00E+00,5.17E+05,0.00E+00,193.6314,143.5364,0,0.9,215.145982,93.77995937
2.36E+03,7.97E+05,0.00E+00,5.95E+05,0.00E+00,221.343,165.2938,0,0.9,245.9366768,107.2013121
2.36E+03,8.08E+05,0.00E+00,5.93E+05,0.00E+00,224.4587,164.7653,0,0.9,249.3985108,108.7102905
2.36E+03,8.17E+05,0.00E+00,5.90E+05,0.00E+00,226.8544,163.8266,0,0.9,252.0604206,109.8705901
2.36E+03,8.19E+05,0.00E+00,5.82E+05,0.00E+00,227.5749,161.733,0,0.9,252.8609901,110.2195503
2.36E+03,8.25E+05,0.00E+00,5.87E+05,0.00E+00,229.2961,163.1277,0,0.9,254.7734689,111.0531804
2.37E+03,8.26E+05,0.00E+00,5.93E+05,0.00E+00,229.3471,164.6586,0,0.9,254.83009,111.077861
2.37E+03,8.26E+05,0.00E+00,5.96E+05,0.00E+00,229.5175,165.5246,0,0.9,255.0194826,111.1604153
2.37E+03,8.04E+05,0.00E+00,5.74E+05,0.00E+00,223.3752,159.5634,0,0.9,248.1946319,108.1855319
2.37E+03,8.20E+05,0.00E+00,6.00E+05,0.00E+00,227.6833,166.528,0,0.9,252.9814172,110.2720432
2.37E+03,8.27E+05,0.00E+00,6.25E+05,0.00E+00,229.6464,173.4928,0,0.9,255.1626955,111.2228404
2.37E+03,8.32E+05,0.00E+00,6.53E+05,0.00E+00,231.0067,181.251,0,0.9,256.6740899,111.8816419
2.37E+03,8.36E+05,0.00E+00,6.82E+05,0.00E+00,232.118,189.4808,0,0.9,257.908907,112.4198862
2.37E+03,8.40E+05,0.00E+00,7.14E+05,0.00E+00,233.4267,198.2001,0,0.9,259.3629633,113.0536947
2.37E+03,8.46E+05,0.00E+00,7.44E+05,0.00E+00,235.0554,206.7216,0,0.9,261.1727033,113.842542
2.37E+03,8.54E+05,0.00E+00,7.77E+05,0.00E+00,237.2074,215.7014,0,0.9,263.5637485,114.8847745
2.37E+03,8.69E+05,0.00E+00,8.09E+05,0.00E+00,241.3421,224.6653,0,0.9,268.1579121,116.887324
2.37E+03,8.66E+05,0.00E+00,8.28E+05,0.00E+00,240.6294,229.9607,0,0.9,267.365956,116.5421183
2.37E+03,8.67E+05,0.00E+00,8.46E+05,0.00E+00,240.908,235.1182,0,0.9,267.6755001,116.6770455
2.37E+03,8.17E+05,0.00E+00,8.04E+05,0.00E+00,227.0302,223.3231,0,0.9,252.2557382,109.9557271
2.37E+03,8.12E+05,0.00E+00,8.07E+05,0.00E+00,225.5465,224.0516,0,0.9,250.6072655,109.2371745
2.37E+03,6.38E+05,0.00E+00,6.33E+05,0.00E+00,177.1462,175.7922,0,0.9,196.8290703,85.79580265
2.37E+03,6.35E+05,0.00E+00,6.26E+05,0.00E+00,176.358,173.755,0,0.9,195.9532995,85.41406302
2.37E+03,6.37E+05,0.00E+00,6.26E+05,0.00E+00,176.8411,173.9317,0,0.9,196.4901406,85.64806664
2.37E+03,6.37E+05,0.00E+00,6.29E+05,0.00E+00,176.85,174.8025,0,0.9,196.500025,85.65237516
2.37E+03,3.52E+05,0.00E+00,3.48E+05,0.00E+00,97.8934,96.5628,0,0.9,108.7704192,47.41192653
2.38E+03,3.45E+05,0.00E+00,3.42E+05,0.00E+00,95.9376,94.9946,0,0.9,106.5973082,46.46468943
2.38E+03,3.41E+05,0.00E+00,3.38E+05,0.00E+00,94.6897,93.8543,0,0.9,105.2108016,45.86032518
2.38E+03,3.37E+05,0.00E+00,3.34E+05,0.00E+00,93.7152,92.7068,0,0.9,104.1279649,45.38832762
2.38E+03,3.48E+05,0.00E+00,3.44E+05,0.00E+00,96.5992,95.5474,0,0.9,107.3324098,46.78511278
2.38E+03,3.46E+05,0.00E+00,3.43E+05,0.00E+00,96.1104,95.1448,0,0.9,106.7893267,46.54838834
2.38E+03,3.43E+05,0.00E+00,3.40E+05,0.00E+00,95.3407,94.3751,0,0.9,105.9341574,46.17562867
2.38E+03,3.42E+05,0.00E+00,3.38E+05,0.00E+00,94.9044,93.8524,0,0.9,105.4493252,45.96429523
2.38E+03,3.40E+05,0.00E+00,3.37E+05,0.00E+00,94.5493,93.4972,0,0.9,105.054729,45.79229474
2.38E+03,3.40E+05,0.00E+00,3.36E+05,0.00E+00,94.3406,93.3747,0,0.9,104.8229405,45.69126045
2.38E+03,3.40E+05,0.00E+00,3.36E+05,0.00E+00,94.3158,93.393,0,0.9,104.7952986,45.67921163
2.38E+03,3.39E+05,0.00E+00,3.36E+05,0.00E+00,94.2729,93.3501,0,0.9,104.7476447,45.65843977
2.38E+03,3.39E+05,0.00E+00,3.36E+05,0.00E+00,94.248,93.282,0,0.9,104.7199547,45.64637001
2.38E+03,3.39E+05,0.00E+00,3.35E+05,0.00E+00,94.2247,93.1723,0,0.9,104.6941034,45.63510169
2.38E+03,3.40E+05,0.00E+00,3.36E+05,0.00E+00,94.4848,93.4325,0,0.9,104.9831438,45.76109144
2.38E+03,3.40E+05,0.00E+00,3.37E+05,0.00E+00,94.489,93.523,0,0.9,104.9877223,45.76308718
2.38E+03,3.41E+05,0.00E+00,3.36E+05,0.00E+00,94.8596,93.4616,0,0.9,105.3995267,45.94258854
2.38E+03,3.43E+05,0.00E+00,3.32E+05,0.00E+00,95.15,92.2481,0,0.9,105.7222621,46.08326568
2.38E+03,3.84E+05,0.00E+00,3.37E+05,0.00E+00,106.6455,93.6918,0,0.9,118.4950013,51.65077359
2.38E+03,3.83E+05,0.00E+00,2.87E+05,0.00E+00,106.3905,79.6226,0,0.9,118.2116445,51.52726123
2.38E+03,5.38E+05,0.00E+00,4.04E+05,0.00E+00,149.5394,112.2805,0,0.9,166.154906,72.42524441
2.39E+03,5.50E+05,0.00E+00,3.79E+05,0.00E+00,152.8396,105.2554,0,0.9,169.821829,74.0236191
2.39E+03,7.09E+05,0.00E+00,5.05E+05,0.00E+00,197.0331,140.1593,0,0.9,218.9256426,95.42747523
2.39E+03,7.11E+05,0.00E+00,4.70E+05,0.00E+00,197.3945,130.6032,0,0.9,219.3271809,95.60250171
2.39E+03,7.97E+05,0.00E+00,5.23E+05,0.00E+00,221.5178,145.1967,0,0.9,246.1308348,107.2859436
2.39E+03,7.97E+05,0.00E+00,4.96E+05,0.00E+00,221.2543,137.8161,0,0.9,245.838085,107.1583369
2.39E+03,7.92E+05,0.00E+00,4.70E+05,0.00E+00,219.9706,130.4725,0,0.9,244.4117699,106.5366205
2.39E+03,7.69E+05,0.00E+00,4.41E+05,0.00E+00,213.6919,122.4603,0,0.9,237.435445,103.495711
2.39E+03,7.78E+05,0.00E+00,4.58E+05,0.00E+00,216.0992,127.1548,0,0.9,240.1102729,104.6616415
2.39E+03,7.80E+05,0.00E+00,4.63E+05,0.00E+00,216.6818,128.4856,0,0.9,240.7575315,104.943775
2.39E+03,7.81E+05,0.00E+00,4.65E+05,0.00E+00,216.9977,129.2338,0,0.9,241.1085191,105.0967669
2.39E+03,7.82E+05,0.00E+00,4.68E+05,0.00E+00,217.2455,129.9241,0,0.9,241.3839156,105.2168095
2.39E+03,7.83E+05,0.00E+00,4.80E+05,0.00E+00,217.5254,133.3161,0,0.9,241.6949257,105.3523756
2.39E+03,7.83E+05,0.00E+00,5.11E+05,0.00E+00,217.5757,141.8098,0,0.9,241.7508276,105.3767427
2.39E+03,7.85E+05,0.00E+00,5.48E+05,0.00E+00,218.1589,152.102,0,0.9,242.398765,105.6591721
2.39E+03,7.88E+05,0.00E+00,5.88E+05,0.00E+00,218.7679,163.2762,0,0.9,243.0754818,105.9541461
2.39E+03,7.91E+05,0.00E+00,6.33E+05,0.00E+00,219.6669,175.727,0,0.9,244.0743785,106.3895551
2.39E+03,7.94E+05,0.00E+00,6.71E+05,0.00E+00,220.5232,186.3289,0,0.9,245.0257687,106.8042564
2.39E+03,7.98E+05,0.00E+00,7.15E+05,0.00E+00,221.6989,198.5363,0,0.9,246.3321259,107.3736844
2.39E+03,8.08E+05,0.00E+00,7.57E+05,0.00E+00,224.4957,210.3139,0,0.9,249.4397073,108.7282477
2.39E+03,8.15E+05,0.00E+00,7.83E+05,0.00E+00,226.2539,217.5474,0,0.9,251.3932266,109.579767
2.40E+03,8.30E+05,0.00E+00,7.93E+05,0.00E+00,230.4683,220.2248,0,0.9,256.0758488,111.6208747
2.40E+03,8.03E+05,0.00E+00,7.61E+05,0.00E+00,223.1439,211.355,0,0.9,247.9377108,108.0735426
2.40E+03,8.08E+05,0.00E+00,7.70E+05,0.00E+00,224.3963,213.9145,0,0.9,249.3291938,108.6800759
2.40E+03,6.58E+05,0.00E+00,6.28E+05,0.00E+00,182.6892,174.4614,0,0.9,202.9879991,88.48041747
2.40E+03,6.56E+05,0.00E+00,6.38E+05,0.00E+00,182.2629,177.1057,0,0.9,202.5143281,88.27394906
2.40E+03,6.59E+05,0.00E+00,6.42E+05,0.00E+00,183.007,178.4057,0,0.9,203.3411262,88.63434201
2.40E+03,6.61E+05,0.00E+00,6.40E+05,0.00E+00,183.6075,177.6702,0,0.9,204.0083625,88.92518357
2.40E+03,3.84E+05,0.00E+00,3.60E+05,0.00E+00,106.6322,99.9176,0,0.9,118.4802179,51.64432966
2.40E+03,3.75E+05,0.00E+00,3.51E+05,0.00E+00,104.2759,97.5545,0,0.9,115.8620747,50.50310749
2.40E+03,3.70E+05,0.00E+00,3.48E+05,0.00E+00,102.7704,96.5579,0,0.9,114.189348,49.77398283
2.40E+03,3.65E+05,0.00E+00,3.46E+05,0.00E+00,101.3781,96.1914,0,0.9,112.6423215,49.09964963
2.40E+03,3.74E+05,0.00E+00,3.61E+05,0.00E+00,103.7645,100.3049,0,0.9,115.293853,50.25542539
2.40E+03,3.70E+05,0.00E+00,3.66E+05,0.00E+00,102.8369,101.6144,0,0.9,114.2631914,49.80617044
2.40E+03,3.66E+05,0.00E+00,3.63E+05,0.00E+00,101.5999,100.9585,0,0.9,112.8887606,49.20706992
2.40E+03,3.62E+05,0.00E+00,3.61E+05,0.00E+00,100.6835,100.2575,0,0.9,111.8705991,48.76326361
2.40E+03,3.59E+05,0.00E+00,3.58E+05,0.00E+00,99.6704,99.4816,0,0.9,110.7449396,48.27260002
2.40E+03,3.55E+05,0.00E+00,3.55E+05,0.00E+00,98.6279,98.4866,0,0.9,109.5865253,47.76765895
2.40E+03,3.52E+05,0.00E+00,3.51E+05,0.00E+00,97.7458,97.5858,0,0.9,108.6064089,47.34043609
2.40E+03,3.50E+05,0.00E+00,3.48E+05,0.00E+00,97.1119,96.5975,0,0.9,107.9020625,47.03341862
2.40E+03,3.48E+05,0.00E+00,3.46E+05,0.00E+00,96.5305,96.081,0,0.9,107.2561251,46.75186104
2.41E+03,3.45E+05,0.00E+00,3.45E+05,0.00E+00,95.9705,95.8438,0,0.9,106.6339354,46.48065484
2.41E+03,3.44E+05,0.00E+00,3.44E+05,0.00E+00,95.6798,95.5939,0,0.9,106.3108334,46.33981794
2.41E+03,3.43E+05,0.00E+00,3.43E+05,0.00E+00,95.4094,95.3011,0,0.9,106.0103904,46.20885788
2.41E+03,3.43E+05,0.00E+00,3.40E+05,0.00E+00,95.4164,94.4094,0,0.9,106.0182099,46.21226632
2.41E+03,3.44E+05,0.00E+00,3.29E+05,0.00E+00,95.5553,91.4866,0,0.9,106.1725249,46.27953064
2.41E+03,3.87E+05,0.00E+00,2.91E+05,0.00E+00,107.411,80.8223,0,0.9,119.345507,52.02150043
2.41E+03,3.89E+05,0.00E+00,1.74E+05,0.00E+00,107.9437,48.4041,0,0.9,119.9374206,52.27950958
2.41E+03,5.47E+05,0.00E+00,2.68E+05,0.00E+00,151.9339,74.4188,0,0.9,168.8154499,73.58494862
2.41E+03,5.63E+05,0.00E+00,1.99E+05,0.00E+00,156.4406,55.1475,0,0.9,173.8228351,75.76761724
2.41E+03,7.29E+05,0.00E+00,2.41E+05,0.00E+00,202.3862,66.9458,0,0.9,224.8735685,98.020116
2.41E+03,7.24E+05,0.00E+00,1.54E+05,0.00E+00,201.0146,42.7495,0,0.9,223.3495737,97.35582206
2.41E+03,7.79E+05,0.00E+00,1.59E+05,0.00E+00,216.2931,44.2913,0,0.9,240.3256677,104.7555299
2.41E+03,7.83E+05,0.00E+00,1.64E+05,0.00E+00,217.3868,45.5477,0,0.9,241.5408645,105.2852219
2.41E+03,7.83E+05,0.00E+00,2.58E+05,0.00E+00,217.5301,71.5934,0,0.9,241.7001599,105.3546572
2.41E+03,7.84E+05,0.00E+00,2.79E+05,0.00E+00,217.7038,77.5567,0,0.9,241.8931567,105.4387825
2.41E+03,7.85E+05,0.00E+00,2.49E+05,0.00E+00,218.1829,69.1021,0,0.9,242.4254122,105.6707873
2.41E+03,7.85E+05,0.00E+00,2.21E+05,0.00E+00,218.1492,61.4871,0,0.9,242.388049,105.6545011
2.41E+03,7.84E+05,0.00E+00,1.60E+05,0.00E+00,217.8311,44.5132,0,0.9,242.0345654,105.5004211
2.41E+03,7.82E+05,0.00E+00,1.69E+05,0.00E+00,217.3372,46.8961,0,0.9,241.4857944,105.2612174
2.41E+03,7.85E+05,0.00E+00,2.55E+05,0.00E+00,218.1049,70.914,0,0.9,242.3387471,105.6330109
2.42E+03,7.91E+05,0.00E+00,2.86E+05,0.00E+00,219.787,79.5072,0,0.9,244.2077456,106.4476884
2.42E+03,7.96E+05,0.00E+00,2.79E+05,0.00E+00,221.0479,77.4042,0,0.9,245.6088209,107.058403
2.42E+03,7.98E+05,0.00E+00,3.22E+05,0.00E+00,221.5676,89.559,0,0.9,246.1861799,107.3100679
2.42E+03,7.98E+05,0.00E+00,4.03E+05,0.00E+00,221.7259,111.9029,0,0.9,246.3621442,107.386769
2.42E+03,7.97E+05,0.00E+00,4.80E+05,0.00E+00,221.2998,133.4321,0,0.9,245.8886658,107.1803846
2.42E+03,7.96E+05,0.00E+00,5.32E+05,0.00E+00,220.9938,147.8648,0,0.9,245.5486249,107.0321642
2.42E+03,8.03E+05,0.00E+00,6.68E+05,0.00E+00,222.9762,185.6812,0,0.9,247.7513576,107.9923131
2.42E+03,8.08E+05,0.00E+00,7.79E+05,0.00E+00,224.3535,216.4042,0,0.9,249.2816208,108.6593394
2.42E+03,8.16E+05,0.00E+00,8.15E+05,0.00E+00,226.6256,226.5101,0,0.9,251.8061783,109.7597685
2.42E+03,8.00E+05,0.00E+00,8.00E+05,0.00E+00,222.207,222.1302,0,0.9,246.8966695,107.6197632
2.42E+03,8.04E+05,0.00E+00,8.03E+05,0.00E+00,223.262,223.1779,0,0.9,248.0689253,108.1307377
2.42E+03,6.60E+05,0.00E+00,6.60E+05,0.00E+00,183.4153,183.3311,0,0.9,203.7948258,88.83210507
2.42E+03,6.56E+05,0.00E+00,6.56E+05,0.00E+00,182.359,182.2821,0,0.9,202.6211377,88.32050631
2.42E+03,6.57E+05,0.00E+00,6.57E+05,0.00E+00,182.5024,182.4365,0,0.9,202.7804562,88.38995164
2.42E+03,6.58E+05,0.00E+00,6.58E+05,0.00E+00,182.7571,182.7057,0,0.9,203.0633932,88.51328099
2.42E+03,3.95E+05,0.00E+00,3.94E+05,0.00E+00,109.6044,109.5628,0,0.9,121.7826951,53.0838461
2.42E+03,3.86E+05,0.00E+00,3.85E+05,0.00E+00,107.084,107.0472,0,0.9,118.9821751,51.86312775
2.42E+03,3.80E+05,0.00E+00,3.79E+05,0.00E+00,105.4207,105.3937,0,0.9,117.1341353,51.05758585
2.42E+03,3.74E+05,0.00E+00,3.74E+05,0.00E+00,103.9838,103.9714,0,0.9,115.5375387,50.36164552
2.42E+03,3.83E+05,0.00E+00,3.83E+05,0.00E+00,106.2788,106.2615,0,0.9,118.0875442,51.47316718
2.43E+03,3.79E+05,0.00E+00,3.79E+05,0.00E+00,105.27,105.2281,0,0.9,116.9666312,50.9845725
2.43E+03,3.75E+05,0.00E+00,3.74E+05,0.00E+00,104.0302,103.9736,0,0.9,115.5891352,50.38413595
2.43E+03,3.71E+05,0.00E+00,3.71E+05,0.00E+00,103.1017,103.0401,0,0.9,114.5574898,49.93445213
2.43E+03,3.67E+05,0.00E+00,3.67E+05,0.00E+00,101.976,101.8687,0,0.9,113.3066447,49.38922137
2.43E+03,3.64E+05,0.00E+00,3.63E+05,0.00E+00,101.0317,100.7359,0,0.9,112.2574405,48.9318839
2.43E+03,3.59E+05,0.00E+00,3.57E+05,0.00E+00,99.7873,99.0386,0,0.9,110.8747421,48.32917961
2.43E+03,3.55E+05,0.00E+00,3.51E+05,0.00E+00,98.6001,97.5055,0,0.9,109.5556527,47.75420189
2.43E+03,3.50E+05,0.00E+00,3.46E+05,0.00E+00,97.3578,96.1325,0,0.9,108.1753555,47.15254428
2.43E+03,3.47E+05,0.00E+00,3.42E+05,0.00E+00,96.2685,95.1284,0,0.9,106.9649663,46.62494787
2.43E+03,3.43E+05,0.00E+00,3.39E+05,0.00E+00,95.3879,94.2908,0,0.9,105.9866016,46.19848855
2.43E+03,3.43E+05,0.00E+00,3.39E+05,0.00E+00,95.15,94.0534,0,0.9,105.7222487,46.08325983
2.43E+03,3.41E+05,0.00E+00,3.36E+05,0.00E+00,94.8061,93.3095,0,0.9,105.3400933,45.91668216
2.43E+03,3.40E+05,0.00E+00,3.25E+05,0.00E+00,94.4359,90.2574,0,0.9,104.9288058,45.73740606
2.43E+03,3.81E+05,0.00E+00,3.50E+05,0.00E+00,105.7355,97.3404,0,0.9,117.4839299,51.21005779
2.43E+03,3.77E+05,0.00E+00,3.33E+05,0.00E+00,104.8183,92.6364,0,0.9,116.4647455,50.76580561
2.43E+03,5.29E+05,0.00E+00,4.74E+05,0.00E+00,147.0178,131.6577,0,0.9,163.3530616,71.20394875
2.43E+03,5.37E+05,0.00E+00,4.66E+05,0.00E+00,149.2897,129.3468,0,0.9,165.8774272,72.30429421
2.43E+03,7.03E+05,0.00E+00,6.13E+05,0.00E+00,195.268,170.2316,0,0.9,216.9644165,94.57259661
2.43E+03,7.13E+05,0.00E+00,6.07E+05,0.00E+00,197.9192,168.4784,0,0.9,219.9102673,95.85666319
2.43E+03,8.12E+05,0.00E+00,6.97E+05,0.00E+00,225.4452,193.6607,0,0.9,250.4946769,109.1880983
2.44E+03,8.20E+05,0.00E+00,6.97E+05,0.00E+00,227.7501,193.5156,0,0.9,253.0556166,110.304386
2.44E+03,8.21E+05,0.00E+00,6.84E+05,0.00E+00,228.0011,189.9221,0,0.9,253.3345548,110.4259723
2.44E+03,8.26E+05,0.00E+00,6.87E+05,0.00E+00,229.3809,190.7084,0,0.9,254.8677191,111.0942632
2.44E+03,8.29E+05,0.00E+00,6.97E+05,0.00E+00,230.3463,193.643,0,0.9,255.9402927,111.5617872
2.44E+03,8.32E+05,0.00E+00,6.98E+05,0.00E+00,231.0019,193.778,0,0.9,256.6687397,111.8793098
2.44E+03,8.33E+05,0.00E+00,6.90E+05,0.00E+00,231.4069,191.7487,0,0.9,257.1187389,112.0754599
2.44E+03,8.35E+05,0.00E+00,6.93E+05,0.00E+00,232.0299,192.5312,0,0.9,257.8109889,112.3772047
2.44E+03,8.37E+05,0.00E+00,7.04E+05,0.00E+00,232.3674,195.5062,0,0.9,258.1860266,112.5406799
2.44E+03,8.37E+05,0.00E+00,7.15E+05,0.00E+00,232.5914,198.5217,0,0.9,258.4349308,112.6491747
2.44E+03,8.38E+05,0.00E+00,7.27E+05,0.00E+00,232.6882,201.8516,0,0.9,258.5424544,112.6960431
2.44E+03,8.38E+05,0.00E+00,7.36E+05,0.00E+00,232.79,204.4035,0,0.9,258.6555622,112.7453457
2.44E+03,8.38E+05,0.00E+00,7.49E+05,0.00E+00,232.7394,208.0814,0,0.9,258.5993408,112.7208393
2.44E+03,8.37E+05,0.00E+00,7.72E+05,0.00E+00,232.6223,214.3623,0,0.9,258.4692536,112.6641357
2.44E+03,8.37E+05,0.00E+00,7.91E+05,0.00E+00,232.5706,219.755,0,0.9,258.4117286,112.6390611
2.44E+03,8.48E+05,0.00E+00,8.14E+05,0.00E+00,235.522,226.1065,0,0.9,261.6910953,114.0685039
2.44E+03,8.46E+05,0.00E+00,8.26E+05,0.00E+00,234.9639,229.5804,0,0.9,261.0709765,113.7982003
2.44E+03,8.47E+05,0.00E+00,8.37E+05,0.00E+00,235.1649,232.5576,0,0.9,261.2943043,113.8955467
2.44E+03,7.94E+05,0.00E+00,7.87E+05,0.00E+00,220.6677,218.6732,0,0.9,245.1863069,106.8742334
2.44E+03,7.85E+05,0.00E+00,7.78E+05,0.00E+00,217.9283,216.1756,0,0.9,242.1425657,105.5474974
2.44E+03,6.09E+05,0.00E+00,6.04E+05,0.00E+00,169.1205,167.6484,0,0.9,187.9116716,81.90879866
2.45E+03,6.05E+05,0.00E+00,6.00E+05,0.00E+00,168.1244,166.7845,0,0.9,186.8048402,81.42634205
2.45E+03,6.04E+05,0.00E+00,6.00E+05,0.00E+00,167.6812,166.5365,0,0.9,186.3123973,81.21169117
2.45E+03,5.99E+05,0.00E+00,5.96E+05,0.00E+00,166.3592,165.4737,0,0.9,184.8436093,80.57146132
2.45E+03,3.13E+05,0.00E+00,3.10E+05,0.00E+00,87.0039,86.1605,0,0.9,96.67099096,42.13790803
2.45E+03,3.03E+05,0.00E+00,2.99E+05,0.00E+00,84.1265,83.1072,0,0.9,93.47387316,40.7443167
2.45E+03,2.97E+05,0.00E+00,2.93E+05,0.00E+00,82.4776,81.5016,0,0.9,91.64180965,39.94573873
2.45E+03,2.96E+05,0.00E+00,2.93E+05,0.00E+00,82.1302,81.4167,0,0.9,91.25574449,39.77745683
2.45E+03,3.09E+05,0.00E+00,3.07E+05,0.00E+00,85.8565,85.2309,0,0.9,95.39609386,41.58219327
2.45E+03,3.11E+05,0.00E+00,3.08E+05,0.00E+00,86.3131,85.6013,0,0.9,95.90349392,41.80336383
2.45E+03,3.09E+05,0.00E+00,3.07E+05,0.00E+00,85.9665,85.2549,0,0.9,95.51827868,41.6354524
2.45E+03,3.08E+05,0.00E+00,3.06E+05,0.00E+00,85.5458,84.921,0,0.9,95.05091933,41.43173518
2.45E+03,3.04E+05,0.00E+00,3.03E+05,0.00E+00,84.4918,84.0843,0,0.9,93.87978736,40.9212506
2.45E+03,3.01E+05,0.00E+00,3.01E+05,0.00E+00,83.7395,83.5751,0,0.9,93.04393904,40.55691276
2.45E+03,2.97E+05,0.00E+00,2.97E+05,0.00E+00,82.6138,82.4493,0,0.9,91.7931285,40.01169708
2.45E+03,2.95E+05,0.00E+00,2.94E+05,0.00E+00,81.997,81.5891,0,0.9,91.10782366,39.71297963
2.45E+03,2.92E+05,0.00E+00,2.90E+05,0.00E+00,81.035,80.5616,0,0.9,90.03891416,39.24705278
2.45E+03,2.90E+05,0.00E+00,2.89E+05,0.00E+00,80.4728,80.2171,0,0.9,89.41418453,38.97473945
2.45E+03,2.86E+05,0.00E+00,2.85E+05,0.00E+00,79.3108,79.1205,0,0.9,88.1230966,38.41196727
2.45E+03,2.83E+05,0.00E+00,2.82E+05,0.00E+00,78.6167,78.3392,0,0.9,87.35190543,38.07581283
2.45E+03,2.80E+05,0.00E+00,2.79E+05,0.00E+00,77.8271,77.3645,0,0.9,86.47456036,37.69338698
2.46E+03,2.78E+05,0.00E+00,2.73E+05,0.00E+00,77.3106,75.7685,0,0.9,85.90067445,37.44323591
2.46E+03,3.16E+05,0.00E+00,2.90E+05,0.00E+00,87.7436,80.5787,0,0.9,97.49285196,42.49614894
2.46E+03,3.13E+05,0.00E+00,2.58E+05,0.00E+00,86.9947,71.5388,0,0.9,96.66078868,42.13346096
2.46E+03,4.63E+05,0.00E+00,3.87E+05,0.00E+00,128.4951,107.5583,0,0.9,142.7723727,62.23303443
2.46E+03,4.71E+05,0.00E+00,3.62E+05,0.00E+00,130.8754,100.5674,0,0.9,145.4170817,63.38583639
2.46E+03,6.36E+05,0.00E+00,4.81E+05,0.00E+00,176.5496,133.7416,0,0.9,196.1661934,85.50686133
2.46E+03,6.48E+05,0.00E+00,4.51E+05,0.00E+00,179.909,125.2492,0,0.9,199.8989378,87.13392688
2.46E+03,7.48E+05,0.00E+00,4.90E+05,0.00E+00,207.8982,136.0008,0,0.9,230.9979631,100.6896777
2.46E+03,7.38E+05,0.00E+00,4.60E+05,0.00E+00,204.8876,127.8432,0,0.9,227.6528947,99.23159621
2.46E+03,7.57E+05,0.00E+00,5.15E+05,0.00E+00,210.409,142.9856,0,0.9,233.7877899,101.905735
2.46E+03,7.65E+05,0.00E+00,5.21E+05,0.00E+00,212.541,144.6062,0,0.9,236.1567053,102.9383213
2.46E+03,7.75E+05,0.00E+00,5.06E+05,0.00E+00,215.1883,140.6016,0,0.9,239.0980721,104.2204334
2.46E+03,7.83E+05,0.00E+00,5.01E+05,0.00E+00,217.4087,139.0843,0,0.9,241.5652621,105.2958566
2.46E+03,7.90E+05,0.00E+00,4.90E+05,0.00E+00,219.3857,136.0316,0,0.9,243.761888,106.2533436
2.46E+03,7.95E+05,0.00E+00,4.99E+05,0.00E+00,220.9518,138.5646,0,0.9,245.502033,107.0118552
2.46E+03,8.01E+05,0.00E+00,5.22E+05,0.00E+00,222.4416,144.9243,0,0.9,247.1573365,107.7333853
2.46E+03,8.06E+05,0.00E+00,5.62E+05,0.00E+00,223.8667,156.2279,0,0.9,248.7407585,108.423583
2.46E+03,8.11E+05,0.00E+00,6.33E+05,0.00E+00,225.1895,175.8841,0,0.9,250.2105933,109.0642691
2.46E+03,8.15E+05,0.00E+00,6.69E+05,0.00E+00,226.3933,185.8644,0,0.9,251.5480684,109.647261
2.46E+03,8.18E+05,0.00E+00,6.75E+05,0.00E+00,227.0906,187.4521,0,0.9,252.3229139,109.9850083
2.47E+03,8.20E+05,0.00E+00,7.04E+05,0.00E+00,227.6915,195.5174,0,0.9,252.990603,110.2760472
2.47E+03,8.20E+05,0.00E+00,7.50E+05,0.00E+00,227.6821,208.4339,0,0.9,252.9801201,110.2714778
2.47E+03,8.31E+05,0.00E+00,7.94E+05,0.00E+00,230.8597,220.5054,0,0.9,256.5107508,111.8104441
2.47E+03,8.29E+05,0.00E+00,8.16E+05,0.00E+00,230.2442,226.7012,0,0.9,255.8268773,111.5123505
2.47E+03,8.29E+05,0.00E+00,8.28E+05,0.00E+00,230.1611,230.1018,0,0.9,255.7345332,111.4720987
2.47E+03,7.79E+05,0.00E+00,7.79E+05,0.00E+00,216.3212,216.2544,0,0.9,240.3568908,104.7691398
