 TIME                                   ,TotElec_30                              ,P_from_grid                             ,P_to_grid                               ,label                                   ,active_load_kW,P_from_grid_kW,P_to_grid_kW,PF,apparent_power,reactive_power
5.00E-01,7.07E+05,7.07E+05,0.00E+00,0.00E+00,196.5223,196.5223,0,0.9,218.3581518,95.18011173
1.00E+00,3.95E+05,3.95E+05,0.00E+00,0.00E+00,109.5995,109.5995,0,0.9,121.7771674,53.08143663
1.50E+00,3.52E+05,3.52E+05,0.00E+00,0.00E+00,97.6967,97.6967,0,0.9,108.5519025,47.31667729
2.00E+00,2.39E+05,2.39E+05,0.00E+00,0.00E+00,66.2946,66.2946,0,0.9,73.66069214,32.10795132
2.50E+00,1.57E+05,1.57E+05,0.00E+00,0.00E+00,43.6043,43.6043,0,0.9,48.44925201,21.11853934
3.00E+00,1.29E+05,1.29E+05,0.00E+00,0.00E+00,35.8671,35.8671,0,0.9,39.8523518,17.37123742
3.50E+00,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.8761,33.8761,0,0.9,37.64009949,16.40693899
4.00E+00,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.8761,33.8761,0,0.9,37.64012796,16.4069514
4.50E+00,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.8761,33.8761,0,0.9,37.64015761,16.40696432
5.00E+00,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.8762,33.8762,0,0.9,37.64018853,16.4069778
5.50E+00,9.29E+05,9.29E+05,0.00E+00,0.00E+00,258.0773,258.0773,0,0.9,286.7526059,124.9925631
6.00E+00,3.97E+05,3.97E+05,0.00E+00,0.00E+00,110.147,110.147,0,0.9,122.3855711,53.34663364
6.50E+00,7.60E+05,7.60E+05,0.00E+00,0.00E+00,211.0309,211.0309,0,0.9,234.4787757,102.2069288
7.00E+00,4.86E+05,4.86E+05,0.00E+00,0.00E+00,135.0086,135.0086,0,0.9,150.0096092,65.3876727
7.50E+00,9.37E+05,9.36E+05,0.00E+00,0.00E+00,260.315,259.8702,0,0.9,289.2389317,126.0763274
8.00E+00,9.37E+05,9.32E+05,0.00E+00,0.00E+00,260.339,258.9111,0,0.9,289.2655969,126.0879505
8.50E+00,1.09E+06,1.05E+06,0.00E+00,0.00E+00,302.3859,292.0793,0,0.9,335.9843233,146.4521712
9.00E+00,1.07E+06,9.88E+05,0.00E+00,0.00E+00,298.4416,274.3828,0,0.9,331.6017488,144.5418513
9.50E+00,1.10E+06,9.72E+05,0.00E+00,0.00E+00,305.5467,269.8618,0,0.9,339.4963688,147.9830363
1.00E+01,1.10E+06,9.31E+05,0.00E+00,0.00E+00,306.2,258.5684,0,0.9,340.2222244,148.2994295
1.05E+01,1.10E+06,8.92E+05,0.00E+00,0.00E+00,306.8106,247.769,0,0.9,340.9006276,148.5951385
1.10E+01,1.11E+06,8.45E+05,0.00E+00,0.00E+00,307.404,234.6557,0,0.9,341.5599738,148.8825409
1.15E+01,1.11E+06,7.71E+05,0.00E+00,0.00E+00,307.0319,214.0281,0,0.9,341.1465755,148.7023448
1.20E+01,1.10E+06,7.41E+05,0.00E+00,0.00E+00,306.5952,205.9487,0,0.9,340.6612858,148.4908119
1.25E+01,1.11E+06,7.62E+05,0.00E+00,0.00E+00,306.9457,211.7847,0,0.9,341.050801,148.6605976
1.30E+01,1.11E+06,7.61E+05,0.00E+00,0.00E+00,307.2093,211.2541,0,0.9,341.3437048,148.7882714
1.35E+01,1.11E+06,7.45E+05,0.00E+00,0.00E+00,308.4031,206.9805,0,0.9,342.6701269,149.3664454
1.40E+01,1.11E+06,7.59E+05,0.00E+00,0.00E+00,309.5917,210.8665,0,0.9,343.9908087,149.9421173
1.45E+01,1.12E+06,7.97E+05,0.00E+00,0.00E+00,309.8634,221.3271,0,0.9,344.2926216,150.0736745
1.50E+01,1.12E+06,8.27E+05,0.00E+00,0.00E+00,309.909,229.8141,0,0.9,344.3433434,150.0957836
1.55E+01,1.10E+06,8.39E+05,0.00E+00,0.00E+00,306.8476,233.1162,0,0.9,340.9418032,148.6130866
1.60E+01,1.18E+06,9.63E+05,0.00E+00,0.00E+00,326.4043,267.5451,0,0.9,362.6714121,158.0848035
1.65E+01,1.09E+06,9.58E+05,0.00E+00,0.00E+00,303.7021,266.0715,0,0.9,337.4468075,147.0896533
1.70E+01,1.09E+06,1.01E+06,0.00E+00,0.00E+00,303.5173,280.6146,0,0.9,337.241456,147.0001426
1.75E+01,1.04E+06,1.01E+06,0.00E+00,0.00E+00,287.5282,279.4701,0,0.9,319.4758042,139.2562745
1.80E+01,1.03E+06,1.03E+06,0.00E+00,0.00E+00,286.6781,286.6781,0,0.9,318.5311675,138.844517
1.85E+01,8.27E+05,8.27E+05,0.00E+00,0.00E+00,229.8297,229.8297,0,0.9,255.3663812,111.3116249
1.90E+01,8.22E+05,8.22E+05,0.00E+00,0.00E+00,228.4037,228.4037,0,0.9,253.7818537,110.6209454
1.95E+01,4.74E+05,4.74E+05,0.00E+00,0.00E+00,131.5883,131.5883,0,0.9,146.2092028,63.73111397
2.00E+01,4.64E+05,4.64E+05,0.00E+00,0.00E+00,129.0079,129.0079,0,0.9,143.3420897,62.48136834
2.05E+01,2.92E+05,2.92E+05,0.00E+00,0.00E+00,81.0086,81.0086,0,0.9,90.00953823,39.23424811
2.10E+01,2.92E+05,2.92E+05,0.00E+00,0.00E+00,81.0094,81.0094,0,0.9,90.01039303,39.23462071
2.15E+01,1.54E+05,1.54E+05,0.00E+00,0.00E+00,42.7491,42.7491,0,0.9,47.4990163,20.7043412
2.20E+01,1.54E+05,1.54E+05,0.00E+00,0.00E+00,42.7493,42.7493,0,0.9,47.4991996,20.7044211
2.25E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.7494,33.7494,0,0.9,37.49938881,16.34560463
2.30E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.7496,33.7496,0,0.9,37.49958392,16.34568968
2.35E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.7498,33.7498,0,0.9,37.49978449,16.3457771
2.40E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.75,33.75,0,0.9,37.49998963,16.34586652
2.45E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7502,33.7502,0,0.9,37.50019934,16.34595793
2.50E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7504,33.7504,0,0.9,37.50041454,16.34605173
2.55E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7506,33.7506,0,0.9,37.50063569,16.34614813
2.60E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7508,33.7508,0,0.9,37.50086277,16.34624711
2.65E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.751,33.751,0,0.9,37.50109579,16.34634868
2.70E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7512,33.7512,0,0.9,37.50133477,16.34645285
2.75E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7514,33.7514,0,0.9,37.50157901,16.34655931
2.80E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7516,33.7516,0,0.9,37.5018272,16.3466675
2.85E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7519,33.7519,0,0.9,37.50207867,16.34677711
2.90E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7521,33.7521,0,0.9,37.50233347,16.34688817
2.95E+01,1.83E+05,1.83E+05,0.00E+00,0.00E+00,50.759,50.759,0,0.9,56.39891469,24.58371697
3.00E+01,1.79E+05,1.79E+05,0.00E+00,0.00E+00,49.7272,49.7272,0,0.9,55.25249511,24.08400426
3.05E+01,3.76E+05,3.76E+05,0.00E+00,0.00E+00,104.3306,104.3306,0,0.9,115.9229008,50.52962099
3.10E+01,3.71E+05,3.71E+05,0.00E+00,0.00E+00,103.0262,103.0262,0,0.9,114.473541,49.89785968
3.15E+01,9.33E+05,9.29E+05,0.00E+00,0.00E+00,259.0851,257.9999,0,0.9,287.8723283,125.4806388
3.20E+01,9.68E+05,9.56E+05,0.00E+00,0.00E+00,268.9319,265.5785,0,0.9,298.8131813,130.249646
3.25E+01,1.07E+06,9.60E+05,0.00E+00,0.00E+00,297.0724,266.7647,0,0.9,330.0804035,143.8787122
3.30E+01,1.07E+06,8.14E+05,0.00E+00,0.00E+00,298.1511,226.0589,0,0.9,331.279036,144.401184
3.35E+01,1.10E+06,7.47E+05,0.00E+00,0.00E+00,305.1226,207.4816,0,0.9,339.0250686,147.7776013
3.40E+01,1.10E+06,6.76E+05,0.00E+00,0.00E+00,305.7571,187.6524,0,0.9,339.7301511,148.0849397
3.45E+01,1.15E+06,6.16E+05,0.00E+00,0.00E+00,319.772,171.0317,0,0.9,355.3022002,154.8726385
3.50E+01,1.13E+06,6.20E+05,0.00E+00,0.00E+00,313.0299,172.3308,0,0.9,347.8109573,151.6072814
3.55E+01,1.10E+06,7.71E+05,0.00E+00,0.00E+00,306.3628,214.0481,0,0.9,340.4030689,148.3782577
3.60E+01,1.10E+06,7.70E+05,0.00E+00,0.00E+00,306.252,213.8913,0,0.9,340.2800532,148.3246364
3.65E+01,1.10E+06,6.73E+05,0.00E+00,0.00E+00,306.5352,187.0268,0,0.9,340.5947149,148.4617943
3.70E+01,1.10E+06,6.61E+05,0.00E+00,0.00E+00,306.6007,183.7228,0,0.9,340.6674029,148.4934783
3.75E+01,1.10E+06,7.39E+05,0.00E+00,0.00E+00,306.5467,205.1399,0,0.9,340.607419,148.4673319
3.80E+01,1.20E+06,7.48E+05,0.00E+00,0.00E+00,332.0407,207.7366,0,0.9,368.9341111,160.8146507
3.85E+01,1.16E+06,6.01E+05,0.00E+00,0.00E+00,321.306,167.0201,0,0.9,357.0066694,155.6155994
3.90E+01,1.16E+06,5.98E+05,0.00E+00,0.00E+00,321.1803,166.2348,0,0.9,356.867042,155.5547372
3.95E+01,1.15E+06,7.65E+05,0.00E+00,0.00E+00,318.7702,212.5459,0,0.9,354.1891491,154.3874708
4.00E+01,1.15E+06,8.81E+05,0.00E+00,0.00E+00,319.4414,244.7192,0,0.9,354.9349079,154.7125395
4.05E+01,1.13E+06,9.62E+05,0.00E+00,0.00E+00,312.6291,267.1013,0,0.9,347.3656612,151.4131814
4.10E+01,1.12E+06,1.04E+06,0.00E+00,0.00E+00,312.3446,288.9379,0,0.9,347.0495167,151.2753772
4.15E+01,1.03E+06,9.99E+05,0.00E+00,0.00E+00,285.5065,277.5076,0,0.9,317.2294635,138.2771173
4.20E+01,1.03E+06,1.03E+06,0.00E+00,0.00E+00,285.144,285.144,0,0.9,316.8266297,138.1015261
4.25E+01,8.24E+05,8.24E+05,0.00E+00,0.00E+00,228.7726,228.7726,0,0.9,254.191802,110.7996377
4.30E+01,8.20E+05,8.20E+05,0.00E+00,0.00E+00,227.6844,227.6844,0,0.9,252.9826372,110.272575
4.35E+01,4.72E+05,4.72E+05,0.00E+00,0.00E+00,131.1059,131.1059,0,0.9,145.6732036,63.49747731
4.40E+01,4.63E+05,4.63E+05,0.00E+00,0.00E+00,128.5365,128.5365,0,0.9,142.8183102,62.25305814
4.45E+01,2.90E+05,2.90E+05,0.00E+00,0.00E+00,80.5381,80.5381,0,0.9,89.48678035,39.00638323
4.50E+01,2.90E+05,2.90E+05,0.00E+00,0.00E+00,80.5398,80.5398,0,0.9,89.48870387,39.00722168
4.55E+01,1.53E+05,1.53E+05,0.00E+00,0.00E+00,42.6325,42.6325,0,0.9,47.36942133,20.64785206
4.60E+01,1.53E+05,1.53E+05,0.00E+00,0.00E+00,42.6328,42.6328,0,0.9,47.36980742,20.64802035
4.65E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6332,33.6332,0,0.9,37.37019697,16.28929121
4.70E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6335,33.6335,0,0.9,37.37059004,16.28946254
4.75E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6339,33.6339,0,0.9,37.3709869,16.28963553
4.80E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6342,33.6342,0,0.9,37.37138806,16.28981039
4.85E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6346,33.6346,0,0.9,37.3717931,16.28998695
4.90E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.635,33.635,0,0.9,37.37220074,16.29016463
4.95E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6353,33.6353,0,0.9,37.37261014,16.29034308
5.00E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6357,33.6357,0,0.9,37.37302091,16.29052214
5.05E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6361,33.6361,0,0.9,37.37343314,16.29070182
5.10E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6365,33.6365,0,0.9,37.37384733,16.29088236
5.15E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6368,33.6368,0,0.9,37.37426355,16.29106379
5.20E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6372,33.6372,0,0.9,37.37468142,16.29124593
5.25E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.6376,33.6376,0,0.9,37.375101,16.29142882
5.30E+01,1.21E+05,1.21E+05,0.00E+00,0.00E+00,33.638,33.638,0,0.9,37.3755228,16.29161269
5.35E+01,1.63E+05,1.63E+05,0.00E+00,0.00E+00,45.1584,45.1584,0,0.9,50.1759469,21.87118819
5.40E+01,1.63E+05,1.63E+05,0.00E+00,0.00E+00,45.1587,45.1587,0,0.9,50.17637289,21.87137388
5.45E+01,3.70E+05,3.70E+05,0.00E+00,0.00E+00,102.8026,102.8026,0,0.9,114.225154,49.78959033
5.50E+01,3.70E+05,3.70E+05,0.00E+00,0.00E+00,102.7993,102.7993,0,0.9,114.2214234,49.78796417
5.55E+01,9.69E+05,9.65E+05,0.00E+00,0.00E+00,269.0728,268.1436,0,0.9,298.9697492,130.3178924
5.60E+01,1.01E+06,9.99E+05,0.00E+00,0.00E+00,280.2728,277.4033,0,0.9,311.4142442,135.742322
5.65E+01,1.15E+06,1.09E+06,0.00E+00,0.00E+00,320.7984,303.545,0,0.9,356.4426327,155.3697415
5.70E+01,1.23E+06,1.10E+06,0.00E+00,0.00E+00,341.9781,305.7153,0,0.9,379.9756219,165.6275337
5.75E+01,1.23E+06,1.05E+06,0.00E+00,0.00E+00,342.9238,292.512,0,0.9,381.0264525,166.0855801
5.80E+01,1.24E+06,9.93E+05,0.00E+00,0.00E+00,345.4927,275.8786,0,0.9,383.8807617,167.3297446
5.85E+01,1.25E+06,8.58E+05,0.00E+00,0.00E+00,347.1026,238.2088,0,0.9,385.6695991,168.1094808
5.90E+01,1.26E+06,8.15E+05,0.00E+00,0.00E+00,350.5044,226.5054,0,0.9,389.4493456,169.7570341
5.95E+01,1.24E+06,8.45E+05,0.00E+00,0.00E+00,343.5621,234.7794,0,0.9,381.7356838,166.3947269
6.00E+01,1.24E+06,8.65E+05,0.00E+00,0.00E+00,345.6083,240.2746,0,0.9,384.0092301,167.3857428
6.05E+01,1.23E+06,8.68E+05,0.00E+00,0.00E+00,341.3282,241.0706,0,0.9,379.2535273,165.31278
6.10E+01,1.24E+06,8.76E+05,0.00E+00,0.00E+00,344.9059,243.3709,0,0.9,383.2287797,167.0455523
6.15E+01,1.27E+06,8.64E+05,0.00E+00,0.00E+00,353.8692,239.9711,0,0.9,393.1879564,171.3866568
6.20E+01,1.28E+06,8.86E+05,0.00E+00,0.00E+00,356.732,246.1803,0,0.9,396.3688919,172.7731944
6.25E+01,1.29E+06,9.43E+05,0.00E+00,0.00E+00,357.0344,262.0137,0,0.9,396.7048599,172.9196395
6.30E+01,1.29E+06,1.01E+06,0.00E+00,0.00E+00,359.233,281.6195,0,0.9,399.147763,173.9844763
6.35E+01,1.28E+06,1.08E+06,0.00E+00,0.00E+00,356.8847,301.0653,0,0.9,396.5385069,172.8471279
6.40E+01,1.29E+06,1.14E+06,0.00E+00,0.00E+00,358.5135,317.8487,0,0.9,398.3482785,173.635989
6.45E+01,1.27E+06,1.17E+06,0.00E+00,0.00E+00,351.8836,325.6251,0,0.9,390.9817885,170.4250105
6.50E+01,1.27E+06,1.22E+06,0.00E+00,0.00E+00,352.1008,337.5587,0,0.9,391.2231182,170.5302037
6.55E+01,1.18E+06,1.16E+06,0.00E+00,0.00E+00,327.927,322.5892,0,0.9,364.3633611,158.822307
6.60E+01,1.18E+06,1.18E+06,0.00E+00,0.00E+00,327.0286,327.0286,0,0.9,363.3650785,158.3871657
6.65E+01,9.37E+05,9.37E+05,0.00E+00,0.00E+00,260.4119,260.4119,0,0.9,289.3465435,126.1232343
6.70E+01,9.37E+05,9.37E+05,0.00E+00,0.00E+00,260.3487,260.3487,0,0.9,289.2763507,126.0926379
6.75E+01,4.86E+05,4.86E+05,0.00E+00,0.00E+00,135.0422,135.0422,0,0.9,150.0469266,65.40393898
6.80E+01,4.64E+05,4.64E+05,0.00E+00,0.00E+00,129.0192,129.0192,0,0.9,143.3546274,62.48683339
6.85E+01,2.92E+05,2.92E+05,0.00E+00,0.00E+00,81.02,81.02,0,0.9,90.02217668,39.23975708
6.90E+01,2.92E+05,2.92E+05,0.00E+00,0.00E+00,81.0208,81.0208,0,0.9,90.02312146,39.2401689
6.95E+01,1.54E+05,1.54E+05,0.00E+00,0.00E+00,42.752,42.752,0,0.9,47.50220075,20.70572927
7.00E+01,1.54E+05,1.54E+05,0.00E+00,0.00E+00,42.7522,42.7522,0,0.9,47.50239567,20.70581423
7.05E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7523,33.7523,0,0.9,37.50259438,16.3470019
7.10E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7525,33.7525,0,0.9,37.50279645,16.34708998
7.15E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7527,33.7527,0,0.9,37.50300193,16.34717955
7.20E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7529,33.7529,0,0.9,37.50321127,16.3472708
7.25E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7531,33.7531,0,0.9,37.50342474,16.34736385
7.30E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7533,33.7533,0,0.9,37.50364233,16.3474587
7.35E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7535,33.7535,0,0.9,37.50386432,16.34755546
7.40E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7537,33.7537,0,0.9,37.50409115,16.34765433
7.45E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7539,33.7539,0,0.9,37.50432284,16.34775532
7.50E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7541,33.7541,0,0.9,37.50455896,16.34785824
7.55E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7543,33.7543,0,0.9,37.50479886,16.34796281
7.60E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7545,33.7545,0,0.9,37.50504165,16.34806864
7.65E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7548,33.7548,0,0.9,37.50528693,16.34817556
7.70E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.755,33.755,0,0.9,37.50553474,16.34828357
7.75E+01,1.63E+05,1.63E+05,0.00E+00,0.00E+00,45.2752,45.2752,0,0.9,50.3057851,21.92778335
7.80E+01,1.63E+05,1.63E+05,0.00E+00,0.00E+00,45.2754,45.2754,0,0.9,50.30603804,21.92789361
7.85E+01,4.05E+05,4.05E+05,0.00E+00,0.00E+00,112.5102,112.5102,0,0.9,125.0113815,54.49119788
7.90E+01,3.89E+05,3.89E+05,0.00E+00,0.00E+00,108.057,108.057,0,0.9,120.0633806,52.33441428
7.95E+01,1.05E+06,1.05E+06,0.00E+00,0.00E+00,292.1241,291.5054,0,0.9,324.5823269,141.4821562
8.00E+01,1.07E+06,1.06E+06,0.00E+00,0.00E+00,297.2185,295.3092,0,0.9,330.2428283,143.9495115
8.05E+01,1.25E+06,1.20E+06,0.00E+00,0.00E+00,346.8551,333.4764,0,0.9,385.3945162,167.989575
8.10E+01,1.23E+06,1.13E+06,0.00E+00,0.00E+00,341.3853,313.1092,0,0.9,379.3169503,165.3404254
8.15E+01,1.25E+06,1.11E+06,0.00E+00,0.00E+00,347.471,308.2179,0,0.9,386.0788447,168.2878668
8.20E+01,1.26E+06,1.08E+06,0.00E+00,0.00E+00,348.9748,300.7692,0,0.9,387.749798,169.0162185
8.25E+01,1.26E+06,1.06E+06,0.00E+00,0.00E+00,349.2608,294.2886,0,0.9,388.067597,169.1547439
8.30E+01,1.26E+06,1.06E+06,0.00E+00,0.00E+00,351.0997,293.1015,0,0.9,390.1108242,170.0453659
8.35E+01,1.24E+06,1.04E+06,0.00E+00,0.00E+00,344.0771,289.658,0,0.9,382.3078695,166.6441369
8.40E+01,1.24E+06,1.04E+06,0.00E+00,0.00E+00,344.6342,287.5231,0,0.9,382.926915,166.9139725
8.45E+01,1.24E+06,9.98E+05,0.00E+00,0.00E+00,344.7789,277.3603,0,0.9,383.0876672,166.9840428
8.50E+01,1.25E+06,9.99E+05,0.00E+00,0.00E+00,346.1987,277.4035,0,0.9,384.6652342,167.6716883
8.55E+01,1.27E+06,1.05E+06,0.00E+00,0.00E+00,353.9108,293.008,0,0.9,393.2341692,171.4068005
8.60E+01,1.28E+06,1.06E+06,0.00E+00,0.00E+00,355.8158,294.8704,0,0.9,395.3509295,172.3294749
8.65E+01,1.28E+06,1.03E+06,0.00E+00,0.00E+00,355.9338,285.9465,0,0.9,395.4820101,172.3866116
8.70E+01,1.29E+06,1.06E+06,0.00E+00,0.00E+00,357.0909,293.3858,0,0.9,396.7677039,172.9470325
8.75E+01,1.27E+06,1.12E+06,0.00E+00,0.00E+00,353.6815,310.1602,0,0.9,392.9794112,171.295754
8.80E+01,1.27E+06,1.16E+06,0.00E+00,0.00E+00,353.974,323.5182,0,0.9,393.3044844,171.4374501
8.85E+01,1.25E+06,1.18E+06,0.00E+00,0.00E+00,346.775,329.0405,0,0.9,385.3055837,167.9508102
8.90E+01,1.25E+06,1.22E+06,0.00E+00,0.00E+00,346.3899,337.6239,0,0.9,384.8776873,167.7642945
8.95E+01,1.16E+06,1.15E+06,0.00E+00,0.00E+00,322.0388,318.5319,0,0.9,357.8208761,155.9705039
9.00E+01,1.16E+06,1.16E+06,0.00E+00,0.00E+00,321.3059,321.3059,0,0.9,357.006521,155.6155347
9.05E+01,9.26E+05,9.26E+05,0.00E+00,0.00E+00,257.234,257.234,0,0.9,285.8155721,124.5841195
9.10E+01,9.25E+05,9.25E+05,0.00E+00,0.00E+00,256.9594,256.9594,0,0.9,285.5104842,124.4511348
9.15E+01,4.82E+05,4.82E+05,0.00E+00,0.00E+00,133.8521,133.8521,0,0.9,148.7245347,64.82752171
9.20E+01,4.65E+05,4.65E+05,0.00E+00,0.00E+00,129.1481,129.1481,0,0.9,143.4979333,62.54929899
9.25E+01,2.92E+05,2.92E+05,0.00E+00,0.00E+00,81.1493,81.1493,0,0.9,90.16590813,39.30240817
9.30E+01,2.92E+05,2.92E+05,0.00E+00,0.00E+00,81.1506,81.1506,0,0.9,90.16732344,39.30302509
9.35E+01,1.54E+05,1.54E+05,0.00E+00,0.00E+00,42.7844,42.7844,0,0.9,47.53817245,20.72140897
9.40E+01,1.54E+05,1.54E+05,0.00E+00,0.00E+00,42.7846,42.7846,0,0.9,47.53841508,20.72151473
9.45E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7848,33.7848,0,0.9,37.53866282,16.36272377
9.50E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.785,33.785,0,0.9,37.53891523,16.36283379
9.55E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7853,33.7853,0,0.9,37.53917208,16.36294575
9.60E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7855,33.7855,0,0.9,37.53943337,16.36305965
9.65E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7857,33.7857,0,0.9,37.5396989,16.36317539
9.70E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.786,33.786,0,0.9,37.5399682,16.36329277
9.75E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7862,33.7862,0,0.9,37.54024108,16.36341172
9.80E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7865,33.7865,0,0.9,37.54051753,16.36353222
9.85E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7867,33.7867,0,0.9,37.5407978,16.36365439
9.90E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.787,33.787,0,0.9,37.54108235,16.36377842
9.95E+01,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7872,33.7872,0,0.9,37.54137094,16.36390421
1.00E+02,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7875,33.7875,0,0.9,37.5416627,16.36403139
1.01E+02,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.7878,33.7878,0,0.9,37.54195696,16.36415965
1.01E+02,1.22E+05,1.22E+05,0.00E+00,0.00E+00,33.788,33.788,0,0.9,37.54225329,16.36428882
1.02E+02,1.63E+05,1.63E+05,0.00E+00,0.00E+00,45.3088,45.3088,0,0.9,50.34315373,21.94407196
1.02E+02,1.63E+05,1.63E+05,0.00E+00,0.00E+00,45.3097,45.3097,0,0.9,50.34411529,21.9444911
1.03E+02,3.71E+05,3.71E+05,0.00E+00,0.00E+00,103.0977,103.0977,0,0.9,114.5530485,49.93251621
1.03E+02,3.71E+05,3.71E+05,0.00E+00,0.00E+00,103.0984,103.0984,0,0.9,114.5538025,49.93284487
1.04E+02,9.34E+05,9.26E+05,0.00E+00,0.00E+00,259.4509,257.2692,0,0.9,288.2787792,125.6578066
1.04E+02,9.82E+05,9.57E+05,0.00E+00,0.00E+00,272.7003,265.9471,0,0.9,303.0003503,132.0747907
1.05E+02,1.08E+06,8.29E+05,0.00E+00,0.00E+00,298.6275,230.2631,0,0.9,331.8083154,144.6318915
1.05E+02,1.17E+06,5.07E+05,0.00E+00,0.00E+00,324.1906,140.8924,0,0.9,360.2117254,157.0126509
1.06E+02,1.14E+06,3.76E+05,0.00E+00,0.00E+00,316.9503,104.329,0,0.9,352.1669981,153.5060356
1.06E+02,1.15E+06,4.86E+05,0.00E+00,0.00E+00,319.2149,135.1297,0,0.9,354.6832629,154.60285
1.07E+02,1.15E+06,5.94E+05,0.00E+00,0.00E+00,319.5728,165.1139,0,0.9,355.0808762,154.7761656
1.07E+02,1.16E+06,6.95E+05,0.00E+00,0.00E+00,321.8997,193.0788,0,0.9,357.6663259,155.903137
1.08E+02,1.13E+06,7.38E+05,0.00E+00,0.00E+00,314.9005,205.1079,0,0.9,349.8894456,152.5132735
1.08E+02,1.14E+06,8.04E+05,0.00E+00,0.00E+00,315.9925,223.3943,0,0.9,351.102831,153.0421759
1.09E+02,1.14E+06,9.18E+05,0.00E+00,0.00E+00,315.8661,255.0662,0,0.9,350.962381,152.9809552
1.09E+02,1.14E+06,8.99E+05,0.00E+00,0.00E+00,317.0208,249.8282,0,0.9,352.2453135,153.5401725
1.10E+02,1.17E+06,8.03E+05,0.00E+00,0.00E+00,325.0575,222.9646,0,0.9,361.1749521,157.4325117
1.10E+02,1.18E+06,7.34E+05,0.00E+00,0.00E+00,327.3194,203.7834,0,0.9,363.6882719,158.5280424
1.11E+02,1.18E+06,6.67E+05,0.00E+00,0.00E+00,327.885,185.4041,0,0.9,364.3166849,158.8019613
1.11E+02,1.19E+06,6.32E+05,0.00E+00,0.00E+00,329.2378,175.647,0,0.9,365.8198014,159.4571546
