 TIME                                   ,P_surplus1                              ,P_short1                                ,TotElec_30                              ,Wind                                    ,active_load_kW,P_from_grid_kW,P_to_grid_kW,PF,apparent_power,reactive_power
5.00E-01,0.00E+00,7.61E+04,7.62E+04,1.23E+00,21.1683,21.1381,0,0.9,23.52038054,10.25229619
1.00E+00,0.00E+00,4.39E+04,4.42E+04,1.88E+00,12.2897,12.2043,0,0.9,13.65519181,5.952160115
1.50E+00,0.00E+00,4.07E+04,4.11E+04,2.08E+00,11.4166,11.3107,0,0.9,12.68515069,5.529328995
2.00E+00,0.00E+00,3.43E+04,3.46E+04,1.83E+00,9.6197,9.5401,0,0.9,10.68852613,4.659020525
2.50E+00,0.00E+00,4.46E+04,4.48E+04,1.63E+00,12.4342,12.3757,0,0.9,13.81583,6.022180681
3.00E+00,0.00E+00,3.04E+04,3.06E+04,1.48E+00,8.4972,8.4499,0,0.9,9.441300354,4.115367414
3.50E+00,0.00E+00,3.61E+04,3.62E+04,1.50E+00,10.0649,10.0158,0,0.9,11.18319538,4.874641854
4.00E+00,0.00E+00,2.73E+04,2.76E+04,1.70E+00,7.6564,7.5899,0,0.9,8.507136689,3.708174913
4.50E+00,0.00E+00,3.49E+04,3.51E+04,1.78E+00,9.7586,9.6842,0,0.9,10.84290357,4.726312093
5.00E+00,0.00E+00,2.73E+04,2.75E+04,1.73E+00,7.6514,7.5823,0,0.9,8.50154612,3.70573804
5.50E+00,0.00E+00,2.99E+04,3.02E+04,1.80E+00,8.3906,8.3136,0,0.9,9.322928968,4.063770523
6.00E+00,0.00E+00,2.86E+04,2.89E+04,2.00E+00,8.0362,7.938,0,0.9,8.929069555,3.892091185
6.50E+00,0.00E+00,3.62E+04,3.65E+04,2.00E+00,10.1465,10.0483,0,0.9,11.2738343,4.914150443
7.00E+00,0.00E+00,3.63E+04,3.65E+04,1.80E+00,10.1468,10.0697,0,0.9,11.27416736,4.91429562
7.50E+00,0.00E+00,2.44E+04,2.49E+04,1.88E+00,6.9058,6.7763,0,0.9,7.67312037,3.344635628
8.00E+00,0.00E+00,2.44E+04,2.58E+04,2.23E+00,7.1715,6.7874,0,0.9,7.968369425,3.473331707
8.50E+00,0.00E+00,1.71E+04,2.49E+04,2.27E+00,6.9058,4.7545,0,0.9,7.67312037,3.344635628
9.00E+00,0.00E+00,7.18E+03,2.49E+04,2.02E+00,6.9058,1.9942,0,0.9,7.67312037,3.344635628
9.50E+00,0.00E+00,1.46E+03,2.77E+04,2.33E+00,7.6957,0.4044,0,0.9,8.550776226,3.727196946
1.00E+01,1.57E+04,0.00E+00,2.16E+04,3.18E+00,6.0117,0,4.3731,0.9,6.679639705,2.911587445
1.05E+01,2.12E+04,0.00E+00,2.53E+04,3.43E+00,7.0154,0,5.8771,0.9,7.794866248,3.397703425
1.10E+01,3.53E+04,0.00E+00,2.10E+04,3.08E+00,5.8258,0,9.7958,0.9,6.47312037,2.821567754
1.15E+01,4.63E+04,0.00E+00,2.49E+04,2.90E+00,6.9087,0,12.8733,0.9,7.676279294,3.346012571
1.20E+01,5.64E+04,0.00E+00,2.10E+04,2.90E+00,5.8258,0,15.6734,0.9,6.47312037,2.821567754
1.25E+01,5.22E+04,0.00E+00,2.10E+04,2.95E+00,5.8258,0,14.4869,0.9,6.47312037,2.821567754
1.30E+01,5.30E+04,0.00E+00,2.10E+04,3.05E+00,5.8258,0,14.7176,0.9,6.47312037,2.821567754
1.35E+01,5.76E+04,0.00E+00,2.10E+04,3.23E+00,5.8258,0,16.0099,0.9,6.47312037,2.821567754
1.40E+01,5.42E+04,0.00E+00,2.28E+04,3.48E+00,6.3384,0,15.0491,0.9,7.042665667,3.069826794
1.45E+01,4.75E+04,0.00E+00,2.18E+04,3.48E+00,6.0523,0,13.1856,0.9,6.724812534,2.931277825
1.50E+01,4.07E+04,0.00E+00,2.15E+04,3.23E+00,5.9672,0,11.3054,0.9,6.630197738,2.890036191
1.55E+01,3.20E+04,0.00E+00,2.55E+04,3.43E+00,7.0697,0,8.899,0.9,7.855199726,3.424002179
1.60E+01,2.24E+04,0.00E+00,2.55E+04,4.08E+00,7.0723,0,6.2282,0.9,7.858126853,3.425278084
1.65E+01,0.00E+00,1.94E+03,3.35E+04,4.08E+00,9.2994,0.5396,0,0.9,10.33265947,4.503901846
1.70E+01,0.00E+00,1.44E+04,3.35E+04,3.43E+00,9.3012,4.0009,0,0.9,10.33465311,4.504770851
1.75E+01,0.00E+00,2.57E+04,3.35E+04,3.23E+00,9.3079,7.1425,0,0.9,10.34208126,4.508008706
1.80E+01,0.00E+00,3.07E+04,3.35E+04,3.48E+00,9.3085,8.5202,0,0.9,10.34283041,4.508335253
1.85E+01,0.00E+00,3.10E+04,3.38E+04,3.43E+00,9.3811,8.6224,0,0.9,10.42342335,4.543464903
1.90E+01,0.00E+00,3.17E+04,3.37E+04,3.08E+00,9.3614,8.8152,0,0.9,10.40154632,4.533928924
1.95E+01,0.00E+00,3.62E+04,3.78E+04,2.90E+00,10.4957,10.0557,0,0.9,11.66185075,5.083282891
2.00E+01,0.00E+00,3.63E+04,3.79E+04,2.90E+00,10.531,10.0908,0,0.9,11.70116304,5.10041872
2.05E+01,0.00E+00,3.64E+04,3.80E+04,2.90E+00,10.5625,10.1218,0,0.9,11.73609592,5.115645612
2.10E+01,0.00E+00,3.65E+04,3.81E+04,2.90E+00,10.5918,10.1508,0,0.9,11.76867127,5.129844876
2.15E+01,0.00E+00,4.09E+04,4.20E+04,2.70E+00,11.6802,11.3612,0,0.9,12.97798473,5.656972395
2.20E+01,0.00E+00,4.16E+04,4.20E+04,2.30E+00,11.6799,11.5507,0,0.9,12.97767564,5.656837662
2.25E+01,0.00E+00,3.77E+04,3.81E+04,2.00E+00,10.5806,10.4829,0,0.9,11.7562629,5.124436192
2.30E+01,0.00E+00,3.78E+04,3.80E+04,1.80E+00,10.5666,10.4898,0,0.9,11.74071752,5.11766012
2.35E+01,0.00E+00,2.98E+04,3.01E+04,1.63E+00,8.3488,8.2903,0,0.9,9.27642088,4.043498117
2.40E+01,0.00E+00,2.97E+04,2.99E+04,1.48E+00,8.3095,8.2623,0,0.9,9.232828048,4.024496442
2.45E+01,0.00E+00,1.98E+04,2.00E+04,1.48E+00,5.5466,5.4993,0,0.9,6.162929596,2.68635873
2.50E+01,0.00E+00,1.96E+04,1.98E+04,1.63E+00,5.5081,5.4495,0,0.9,6.120134494,2.667704778
2.55E+01,0.00E+00,1.94E+04,1.97E+04,2.00E+00,5.4754,5.3771,0,0.9,6.083762156,2.651850443
2.60E+01,0.00E+00,1.87E+04,1.97E+04,2.60E+00,5.459,5.1989,0,0.9,6.065508792,2.643893986
2.65E+01,0.00E+00,1.75E+04,1.96E+04,3.13E+00,5.4405,4.8557,0,0.9,6.044965442,2.634939348
2.70E+01,0.00E+00,1.64E+04,1.95E+04,3.58E+00,5.411,4.5472,0,0.9,6.01223344,2.620671799
2.75E+01,0.00E+00,1.59E+04,1.94E+04,3.75E+00,5.3859,4.413,0,0.9,5.984294616,2.608493548
2.80E+01,0.00E+00,1.61E+04,1.93E+04,3.65E+00,5.3731,4.4617,0,0.9,5.970102139,2.602307191
2.85E+01,0.00E+00,1.57E+04,1.93E+04,3.80E+00,5.3606,4.3557,0,0.9,5.956191514,2.59624369
2.90E+01,0.00E+00,1.40E+04,1.93E+04,4.20E+00,5.3534,3.8853,0,0.9,5.94819487,2.592758034
2.95E+01,0.00E+00,2.41E+04,2.90E+04,4.15E+00,8.0694,6.6892,0,0.9,8.965988672,3.908183855
3.00E+01,0.00E+00,2.58E+04,2.91E+04,3.65E+00,8.0831,7.1698,0,0.9,8.981204989,3.914816494
3.05E+01,0.00E+00,3.40E+04,3.70E+04,3.50E+00,10.268,9.4475,0,0.9,11.40889482,4.973021957
3.10E+01,0.00E+00,3.36E+04,3.70E+04,3.70E+00,10.2839,9.3388,0,0.9,11.42651842,4.980703906
3.15E+01,0.00E+00,2.18E+04,2.52E+04,3.45E+00,7.0065,6.0497,0,0.9,7.78497771,3.393393112
3.20E+01,0.00E+00,2.16E+04,2.51E+04,2.75E+00,6.9815,5.9951,0,0.9,7.757196471,3.38128355
3.25E+01,0.00E+00,3.58E+03,2.51E+04,2.48E+00,6.9802,0.9941,0,0.9,7.755783055,3.380667457
3.30E+01,2.74E+04,0.00E+00,2.51E+04,2.63E+00,6.9726,0,7.6039,0.9,7.747368078,3.376999453
3.35E+01,5.16E+04,0.00E+00,2.12E+04,2.65E+00,5.8972,0,14.3248,0.9,6.552483243,2.856161229
3.40E+01,6.80E+04,0.00E+00,2.12E+04,2.55E+00,5.8972,0,18.8846,0.9,6.552483243,2.856161229
3.45E+01,9.31E+04,0.00E+00,2.13E+04,2.55E+00,5.9151,0,25.8701,0.9,6.572326435,2.864810676
3.50E+01,8.96E+04,0.00E+00,2.13E+04,2.65E+00,5.9193,0,24.8816,0.9,6.576978603,2.866838508
3.55E+01,5.05E+04,0.00E+00,2.13E+04,2.55E+00,5.9293,0,14.0316,0.9,6.588110748,2.871690898
3.60E+01,4.97E+04,0.00E+00,2.14E+04,2.25E+00,5.9321,0,13.8147,0.9,6.591270023,2.873067994
3.65E+01,7.08E+04,0.00E+00,2.14E+04,2.30E+00,5.941,0,19.6559,0.9,6.601157521,2.877377855
3.70E+01,7.40E+04,0.00E+00,2.14E+04,2.70E+00,5.9484,0,20.5511,0.9,6.60935151,2.880949532
3.75E+01,5.68E+04,0.00E+00,2.15E+04,3.03E+00,5.9642,0,15.7826,0.9,6.626848723,2.88857639
3.80E+01,7.91E+04,0.00E+00,2.16E+04,3.28E+00,6.0047,0,21.9689,0.9,6.671937907,2.908230309
3.85E+01,1.02E+05,0.00E+00,2.16E+04,3.15E+00,5.9865,0,28.2937,0.9,6.651638949,2.899382199
3.90E+01,9.80E+04,0.00E+00,2.16E+04,2.65E+00,5.995,0,27.2248,0.9,6.661115106,2.90351276
3.95E+01,5.44E+04,0.00E+00,2.56E+04,2.58E+00,7.1054,0,15.1174,0.9,7.894862849,3.441290933
4.00E+01,3.09E+04,0.00E+00,2.56E+04,2.93E+00,7.1189,0,8.5913,0.9,7.909873232,3.447833807
4.05E+01,6.49E+02,0.00E+00,3.35E+04,2.95E+00,9.3111,0,0.1802,0.9,10.34569734,4.509584922
4.10E+01,0.00E+00,1.58E+04,3.36E+04,2.65E+00,9.3332,4.3865,0,0.9,10.37022501,4.520276285
4.15E+01,0.00E+00,2.73E+04,3.36E+04,2.55E+00,9.343,7.59,0,0.9,10.38114974,4.525038262
4.20E+01,0.00E+00,3.26E+04,3.36E+04,2.65E+00,9.3312,9.0419,0,0.9,10.36804601,4.519326479
4.25E+01,0.00E+00,3.31E+04,3.37E+04,2.48E+00,9.3668,9.1848,0,0.9,10.40757655,4.536557441
4.30E+01,0.00E+00,3.34E+04,3.37E+04,2.02E+00,9.3709,9.2702,0,0.9,10.41206206,4.538512632
4.35E+01,0.00E+00,3.76E+04,3.78E+04,1.70E+00,10.508,10.4416,0,0.9,11.67553859,5.089249281
4.40E+01,0.00E+00,3.78E+04,3.80E+04,1.50E+00,10.5448,10.4957,0,0.9,11.7164434,5.107079274
4.45E+01,0.00E+00,3.80E+04,3.81E+04,1.33E+00,10.5971,10.5603,0,0.9,11.77455309,5.132408704
4.50E+01,0.00E+00,3.80E+04,3.81E+04,1.18E+00,10.5849,10.5586,0,0.9,11.76095379,5.126480906
4.55E+01,0.00E+00,4.20E+04,4.21E+04,1.05E+00,11.6867,11.6692,0,0.9,12.98518595,5.66011133
4.60E+01,0.00E+00,4.20E+04,4.21E+04,9.50E-01,11.688,11.6777,0,0.9,12.98671674,5.660778588
4.65E+01,0.00E+00,3.81E+04,3.81E+04,8.50E-01,10.5934,10.59,0,0.9,11.77039668,5.130596964
4.70E+01,0.00E+00,3.81E+04,3.81E+04,7.50E-01,10.5816,10.5816,0,0.9,11.75734091,5.124906088
4.75E+01,0.00E+00,3.01E+04,3.01E+04,6.50E-01,8.3643,8.3643,0,0.9,9.293626905,4.05099805
4.80E+01,0.00E+00,3.00E+04,3.00E+04,5.50E-01,8.3248,8.3248,0,0.9,9.249813653,4.031900296
4.85E+01,0.00E+00,2.00E+04,2.00E+04,4.75E-01,5.5658,5.5658,0,0.9,6.184195869,2.695628484
4.90E+01,0.00E+00,1.99E+04,1.99E+04,4.25E-01,5.5304,5.5304,0,0.9,6.144835129,2.678471535
4.95E+01,0.00E+00,1.98E+04,1.98E+04,4.00E-01,5.5053,5.5053,0,0.9,6.117054553,2.666362263
5.00E+01,0.00E+00,1.99E+04,1.99E+04,4.00E-01,5.5204,5.5204,0,0.9,6.133744424,2.673637209
5.05E+01,0.00E+00,1.97E+04,1.97E+04,4.50E-01,5.4786,5.4786,0,0.9,6.087286753,2.65338678
5.10E+01,0.00E+00,1.98E+04,1.98E+04,5.50E-01,5.4891,5.4891,0,0.9,6.09899074,2.658488429
5.15E+01,0.00E+00,1.96E+04,1.96E+04,5.75E-01,5.449,5.449,0,0.9,6.054445298,2.639071521
5.20E+01,0.00E+00,1.96E+04,1.96E+04,5.25E-01,5.4414,5.4414,0,0.9,6.046051411,2.635412711
5.25E+01,0.00E+00,1.97E+04,1.97E+04,5.00E-01,5.4629,5.4629,0,0.9,6.0699416,2.645826203
5.30E+01,0.00E+00,1.95E+04,1.95E+04,5.00E-01,5.4293,5.4293,0,0.9,6.032604441,2.629551312
5.35E+01,0.00E+00,2.94E+04,2.94E+04,5.00E-01,8.1534,8.1534,0,0.9,9.05935098,3.948879542
5.40E+01,0.00E+00,2.94E+04,2.94E+04,5.00E-01,8.1708,8.1708,0,0.9,9.078630435,3.957283261
5.45E+01,0.00E+00,3.73E+04,3.73E+04,5.25E-01,10.3641,10.3641,0,0.9,11.51566226,5.019560807
5.50E+01,0.00E+00,3.74E+04,3.74E+04,5.75E-01,10.3834,10.3834,0,0.9,11.53714707,5.028925817
5.55E+01,0.00E+00,2.51E+04,2.56E+04,6.25E-01,7.1126,6.9704,0,0.9,7.902905871,3.444796805
5.60E+01,0.00E+00,2.36E+04,2.55E+04,6.75E-01,7.0906,6.5533,0,0.9,7.878419911,3.434123623
5.65E+01,0.00E+00,1.32E+04,2.55E+04,7.25E-01,7.0883,3.6618,0,0.9,7.875881417,3.433017119
5.70E+01,8.04E+02,0.00E+00,2.55E+04,7.75E-01,7.0798,0,0.2234,0.9,7.866438508,3.42890105
5.75E+01,1.56E+04,0.00E+00,2.16E+04,8.25E-01,5.9979,0,4.3459,0.9,6.66434827,2.904922063
5.80E+01,3.03E+04,0.00E+00,2.16E+04,8.75E-01,5.9979,0,8.4043,0.9,6.66434827,2.904922063
5.85E+01,6.07E+04,0.00E+00,2.17E+04,1.05E+00,6.0206,0,16.8737,0.9,6.689547336,2.915906081
5.90E+01,7.35E+04,0.00E+00,2.17E+04,1.35E+00,6.0242,0,20.4201,0.9,6.693599994,2.917672594
5.95E+01,6.06E+04,0.00E+00,2.18E+04,1.55E+00,6.0529,0,16.8344,0.9,6.725458758,2.931559507
6.00E+01,5.73E+04,0.00E+00,2.18E+04,1.65E+00,6.0625,0,15.9178,0.9,6.736056449,2.936178934
6.05E+01,5.36E+04,0.00E+00,2.19E+04,1.80E+00,6.0784,0,14.899,0.9,6.753744085,2.943888796
6.10E+01,5.47E+04,0.00E+00,2.19E+04,2.00E+00,6.0882,0,15.1994,0.9,6.764625197,2.948631762
6.15E+01,6.44E+04,0.00E+00,2.20E+04,2.00E+00,6.1102,0,17.8851,0.9,6.789161566,2.959326918
6.20E+01,6.15E+04,0.00E+00,2.20E+04,1.80E+00,6.1245,0,17.0748,0.9,6.805014773,2.96623717
6.25E+01,4.93E+04,0.00E+00,2.21E+04,1.55E+00,6.1411,0,13.6864,0.9,6.823499054,2.974294282
6.30E+01,3.57E+04,0.00E+00,2.21E+04,1.25E+00,6.1491,0,9.9096,0.9,6.832382311,2.978166404
6.35E+01,1.49E+04,0.00E+00,2.61E+04,1.20E+00,7.2578,0,4.1354,0.9,8.06424835,3.515124361
6.40E+01,3.46E+03,0.00E+00,2.62E+04,1.40E+00,7.2672,0,0.9612,0.9,8.074667628,3.519666019
6.45E+01,0.00E+00,5.63E+04,7.55E+04,1.80E+00,20.9613,15.6457,0,0.9,23.29034995,10.15202818
6.50E+01,0.00E+00,6.49E+04,7.57E+04,2.40E+00,21.0199,18.0158,0,0.9,23.35543096,10.18039633
6.55E+01,0.00E+00,7.01E+04,7.58E+04,3.13E+00,21.0466,19.4615,0,0.9,23.38512988,10.19334179
6.60E+01,0.00E+00,7.18E+04,7.58E+04,3.98E+00,21.0534,19.9559,0,0.9,23.39269234,10.19663819
6.65E+01,0.00E+00,6.99E+04,7.59E+04,4.33E+00,21.0734,19.4072,0,0.9,23.41489789,10.20631737
6.70E+01,0.00E+00,7.09E+04,7.59E+04,4.17E+00,21.0899,19.6852,0,0.9,23.43324564,10.21431497
6.75E+01,0.00E+00,7.67E+04,8.03E+04,3.80E+00,22.2924,21.2998,0,0.9,24.76936665,10.79671661
6.80E+01,0.00E+00,7.94E+04,8.16E+04,3.20E+00,22.6673,22.0417,0,0.9,25.18593068,10.97829266
6.85E+01,0.00E+00,7.89E+04,8.05E+04,2.90E+00,22.3653,21.9232,0,0.9,24.85028592,10.83198851
6.90E+01,0.00E+00,8.01E+04,8.17E+04,2.90E+00,22.6998,22.2575,0,0.9,25.22200186,10.99401572
6.95E+01,0.00E+00,8.36E+04,8.55E+04,3.03E+00,23.7387,23.2193,0,0.9,26.37628168,11.49715463
7.00E+01,0.00E+00,8.31E+04,8.55E+04,3.28E+00,23.7495,23.0762,0,0.9,26.38829381,11.5023906
7.05E+01,0.00E+00,7.80E+04,8.05E+04,3.33E+00,22.3621,21.6578,0,0.9,24.84678887,10.83046417
7.10E+01,0.00E+00,7.83E+04,8.05E+04,3.18E+00,22.3531,21.7407,0,0.9,24.8368269,10.82612185
7.15E+01,0.00E+00,7.12E+04,7.34E+04,3.18E+00,20.4021,19.7892,0,0.9,22.66898174,9.881180057
7.20E+01,0.00E+00,6.99E+04,7.25E+04,3.33E+00,20.126,19.4204,0,0.9,22.3622005,9.747457213
7.25E+01,0.00E+00,5.97E+04,6.23E+04,3.33E+00,17.2946,16.5885,0,0.9,19.2162717,8.376178643
7.30E+01,0.00E+00,1.88E+04,2.10E+04,3.18E+00,5.8373,5.2232,0,0.9,6.485929096,2.827150948
7.35E+01,0.00E+00,1.85E+04,2.05E+04,3.10E+00,5.705,5.1366,0,0.9,6.338842699,2.763037474
7.40E+01,0.00E+00,1.83E+04,2.03E+04,3.10E+00,5.6504,5.0815,0,0.9,6.278170129,2.736590914
7.45E+01,0.00E+00,1.79E+04,2.02E+04,3.23E+00,5.6185,4.972,0,0.9,6.242746165,2.721149966
7.50E+01,0.00E+00,1.73E+04,2.02E+04,3.48E+00,5.5974,4.7958,0,0.9,6.219320535,2.710938971
7.55E+01,0.00E+00,1.65E+04,2.01E+04,3.80E+00,5.5747,4.5716,0,0.9,6.19410501,2.699947778
7.60E+01,0.00E+00,1.48E+04,2.00E+04,4.20E+00,5.5631,4.098,0,0.9,6.181200051,2.694322637
7.65E+01,0.00E+00,1.23E+04,2.00E+04,4.58E+00,5.551,3.4219,0,0.9,6.167726026,2.688449446
7.70E+01,0.00E+00,1.01E+04,2.00E+04,4.93E+00,5.544,2.7948,0,0.9,6.159981082,2.685073503
7.75E+01,0.00E+00,2.08E+04,2.97E+04,4.78E+00,8.262,5.7774,0,0.9,9.17996522,4.00145407
7.80E+01,0.00E+00,6.61E+04,7.09E+04,4.13E+00,19.6958,18.3615,0,0.9,21.88426881,9.539131618
7.85E+01,0.00E+00,7.63E+04,7.93E+04,3.53E+00,22.0252,21.1906,0,0.9,24.4724063,10.6672746
7.90E+01,0.00E+00,7.77E+04,7.95E+04,2.98E+00,22.0892,21.5956,0,0.9,24.54358524,10.69830078
7.95E+01,0.00E+00,6.62E+04,6.75E+04,2.58E+00,18.7381,18.3985,0,0.9,20.82007713,9.075261221
8.00E+01,0.00E+00,2.43E+04,2.60E+04,2.33E+00,7.2262,6.7389,0,0.9,8.029141119,3.499821474
8.05E+01,0.00E+00,1.58E+04,2.58E+04,2.25E+00,7.1757,4.4028,0,0.9,7.97305134,3.475372506
8.10E+01,0.00E+00,4.82E+03,2.58E+04,2.35E+00,7.155,1.3387,0,0.9,7.950013519,3.465330553
8.15E+01,7.44E+03,0.00E+00,2.18E+04,2.25E+00,6.0604,0,2.0674,0.9,6.733826589,2.93520696
8.20E+01,1.41E+04,0.00E+00,2.18E+04,1.95E+00,6.0548,0,3.9212,0.9,6.727544048,2.932468464
8.25E+01,1.92E+04,0.00E+00,2.17E+04,1.88E+00,6.04,0,5.3349,0.9,6.711102732,2.925301861
8.30E+01,2.15E+04,0.00E+00,2.17E+04,2.02E+00,6.0352,0,5.9717,0.9,6.705776631,2.922980267
8.35E+01,1.87E+04,0.00E+00,2.17E+04,2.02E+00,6.0352,0,5.1978,0.9,6.705776631,2.922980267
8.40E+01,2.07E+04,0.00E+00,2.17E+04,1.88E+00,6.0301,0,5.7402,0.9,6.70010484,2.920507991
8.45E+01,2.87E+04,0.00E+00,2.17E+04,2.02E+00,6.0301,0,7.9806,0.9,6.70010484,2.920507991
8.50E+01,3.02E+04,0.00E+00,2.17E+04,2.48E+00,6.028,0,8.3765,0.9,6.697734565,2.919474812
8.55E+01,2.40E+04,0.00E+00,2.17E+04,2.48E+00,6.0335,0,6.6535,0.9,6.703941316,2.922180272
8.60E+01,2.38E+04,0.00E+00,2.17E+04,2.02E+00,6.0366,0,6.6058,0.9,6.707281944,2.923636418
8.65E+01,3.06E+04,0.00E+00,2.17E+04,1.65E+00,6.0395,0,8.4874,0.9,6.710540295,2.9250567
8.70E+01,2.57E+04,0.00E+00,2.17E+04,1.35E+00,6.0395,0,7.1344,0.9,6.710540295,2.9250567
8.75E+01,5.95E+03,0.00E+00,2.58E+04,1.20E+00,7.1794,0,1.654,0.9,7.977121599,3.477146691
8.80E+01,0.00E+00,3.69E+03,2.57E+04,1.20E+00,7.151,1.0242,0,0.9,7.945568305,3.463392929
8.85E+01,0.00E+00,2.08E+04,3.37E+04,1.28E+00,9.3491,5.7874,0,0.9,10.38790672,4.527983562
8.90E+01,0.00E+00,2.74E+04,3.37E+04,1.43E+00,9.3663,7.6072,0,0.9,10.40703422,4.536321045
8.95E+01,0.00E+00,3.12E+04,3.37E+04,1.60E+00,9.3706,8.6557,0,0.9,10.41173493,4.538370038
9.00E+01,0.00E+00,3.35E+04,3.37E+04,1.80E+00,9.372,9.2948,0,0.9,10.41328119,4.53904404
9.05E+01,0.00E+00,7.46E+04,7.49E+04,1.95E+00,20.81,20.7169,0,0.9,23.1221949,10.07873109
9.10E+01,0.00E+00,7.47E+04,7.50E+04,2.05E+00,20.8448,20.7411,0,0.9,23.16092184,10.09561177
9.15E+01,0.00E+00,7.92E+04,7.96E+04,2.18E+00,22.1149,21.9978,0,0.9,24.57212748,10.71074205
9.20E+01,0.00E+00,7.94E+04,7.99E+04,2.33E+00,22.2013,22.0682,0,0.9,24.6681111,10.75258034
9.25E+01,0.00E+00,7.96E+04,8.00E+04,2.23E+00,22.2316,22.1091,0,0.9,24.70180425,10.76726684
9.30E+01,0.00E+00,7.98E+04,8.01E+04,1.88E+00,22.2427,22.1572,0,0.9,24.71405906,10.77260859
9.35E+01,0.00E+00,8.37E+04,8.40E+04,1.83E+00,23.3316,23.2514,0,0.9,25.92402649,11.30002117
9.40E+01,0.00E+00,8.36E+04,8.40E+04,2.08E+00,23.3254,23.2185,0,0.9,25.91711433,11.29700823
9.45E+01,0.00E+00,7.96E+04,8.00E+04,2.18E+00,22.2158,22.0982,0,0.9,24.6841904,10.75958914
9.50E+01,0.00E+00,7.95E+04,7.99E+04,2.13E+00,22.1824,22.07,0,0.9,24.64706784,10.74340779
9.55E+01,0.00E+00,7.10E+04,7.14E+04,2.10E+00,19.844,19.7343,0,0.9,22.04892427,9.610903273
9.60E+01,0.00E+00,2.98E+04,3.02E+04,2.10E+00,8.3895,8.2796,0,0.9,9.321612814,4.063196825
9.65E+01,0.00E+00,1.95E+04,2.01E+04,2.43E+00,5.5788,5.4255,0,0.9,6.198655795,2.70193142
9.70E+01,0.00E+00,1.79E+04,1.99E+04,3.08E+00,5.5334,4.9752,0,0.9,6.148260159,2.679964471
9.75E+01,0.00E+00,1.67E+04,1.98E+04,3.58E+00,5.5046,4.6343,0,0.9,6.116195236,2.665987695
9.80E+01,0.00E+00,1.58E+04,1.97E+04,3.93E+00,5.4804,4.3915,0,0.9,6.089368917,2.654294374
9.85E+01,0.00E+00,1.57E+04,1.96E+04,3.93E+00,5.452,4.3624,0,0.9,6.0578017,2.640534543
9.90E+01,0.00E+00,1.64E+04,1.96E+04,3.58E+00,5.4348,4.563,0,0.9,6.038717116,2.632215766
9.95E+01,0.00E+00,1.71E+04,1.95E+04,3.23E+00,5.4098,4.7562,0,0.9,6.010920265,2.620099399
1.00E+02,0.00E+00,1.79E+04,1.94E+04,2.88E+00,5.3972,4.9621,0,0.9,5.996897193,2.613986884
1.01E+02,0.00E+00,1.74E+04,1.94E+04,3.05E+00,5.3823,4.8377,0,0.9,5.980349774,2.606774031
1.01E+02,0.00E+00,1.59E+04,1.95E+04,3.75E+00,5.4128,4.4304,0,0.9,6.014208473,2.621532696
1.02E+02,0.00E+00,2.51E+04,2.91E+04,3.98E+00,8.0917,6.9684,0,0.9,8.990814605,3.919005228
1.02E+02,0.00E+00,2.57E+04,2.92E+04,3.73E+00,8.1062,7.1388,0,0.9,9.006839897,3.925990491
1.03E+02,0.00E+00,3.36E+04,3.70E+04,3.73E+00,10.2899,9.3223,0,0.9,11.43324831,4.983637399
1.03E+02,0.00E+00,3.31E+04,3.72E+04,3.98E+00,10.3201,9.1958,0,0.9,11.46677196,4.99825002
1.04E+02,0.00E+00,2.03E+04,2.53E+04,3.85E+00,7.0293,5.642,0,0.9,7.810373182,3.404462741
1.04E+02,0.00E+00,1.79E+04,2.52E+04,3.35E+00,7.0089,4.9819,0,0.9,7.787702494,3.394580817
1.05E+02,2.08E+04,0.00E+00,2.56E+04,3.00E+00,7.1005,0,5.7803,0.9,7.889410073,3.438914123
1.05E+02,9.80E+04,0.00E+00,2.55E+04,2.80E+00,7.0874,0,27.2288,0.9,7.874908777,3.432593155
1.06E+02,1.29E+05,0.00E+00,2.17E+04,2.58E+00,6.023,0,35.76,0.9,6.692197997,2.917061478
1.06E+02,1.16E+05,0.00E+00,2.17E+04,2.33E+00,6.016,0,32.1032,0.9,6.684421124,2.913671618
1.07E+02,9.68E+04,0.00E+00,2.18E+04,2.10E+00,6.0466,0,26.8862,0.9,6.718442923,2.928501376
1.07E+02,7.81E+04,0.00E+00,2.17E+04,1.90E+00,6.0152,0,21.692,0.9,6.683591935,2.913310182
1.08E+02,6.24E+04,0.00E+00,2.17E+04,1.80E+00,6.028,0,17.3216,0.9,6.69777257,2.919491378
1.08E+02,4.81E+04,0.00E+00,2.17E+04,1.80E+00,6.0327,0,13.357,0.9,6.70303715,2.921786155
1.09E+02,2.39E+04,0.00E+00,2.17E+04,1.78E+00,6.0252,0,6.6269,0.9,6.694662665,2.918135802
1.09E+02,3.06E+04,0.00E+00,2.17E+04,1.73E+00,6.0196,0,8.4942,0.9,6.68843334,2.915420502
1.10E+02,5.68E+04,0.00E+00,2.17E+04,1.88E+00,6.0295,0,15.7811,0.9,6.69947864,2.920235037
1.10E+02,7.45E+04,0.00E+00,2.17E+04,2.23E+00,6.0376,0,20.6857,0.9,6.708414021,2.924129879
1.11E+02,8.96E+04,0.00E+00,2.18E+04,2.35E+00,6.0519,0,24.8832,0.9,6.724350433,2.9310764
